LineUID,SnapshotID,IsRerun,LineID,ItemID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes,CBS_L1,CBS_L2
DEL-012-02::L-013,EST_DEL-012-02_2026-02-27_0854,NO,L-013,ITEM-013,"Interior Construction > Partitions, Finishes & Fit-Out",PKG-012,DEL-012-02,Penetration sealing and fire-stopping,12,EA,135.00,1620.00,CAD,PARAMETRIC,Parametric: fire-stop material $50/EA + T-01 Carpenter 1 hr x $80.60 ($81) + misc $4/EA,MED,Post-MEP-installation fire-stopping per REQ-012-02-016.,"Interior Construction > Partitions, Finishes & Fit-Out","Interior Construction > Partitions, Finishes & Fit-Out"
DEL-012-02::L-014,EST_DEL-012-02_2026-02-27_0854,NO,L-014,ITEM-014,"Interior Construction > Partitions, Finishes & Fit-Out",PKG-012,DEL-012-02,Floor drain rough-in coordination and slope work,1,LS,950.00,950.00,CAD,PARAMETRIC,Parametric: T-02 Concrete Finisher 8 hrs x $77.50 ($620) + T-08 Labourer 4 hrs x $65.10 ($260) + materials $70,MED,Floor slope to drain; coordination with PKG-014.,"Interior Construction > Partitions, Finishes & Fit-Out","Interior Construction > Partitions, Finishes & Fit-Out"
DEL-012-02::L-015,EST_DEL-012-02_2026-02-27_0854,NO,L-015,ITEM-015,"Interior Construction > Partitions, Finishes & Fit-Out",PKG-012,DEL-012-02,Electrical conduit rough-in and junction boxes,1,LS,1800.00,1800.00,CAD,PARAMETRIC,Parametric: T-04 Electrician 12 hrs x $96.00 ($1152) + conduit/boxes materials ($450) + misc ($198),MED,"Rough-in for 2x 8' LED fixtures + 15A/120V outlets; PKG-012 scope is blocking/conduit, PKG-015 installs fixtures.","Interior Construction > Partitions, Finishes & Fit-Out","Interior Construction > Partitions, Finishes & Fit-Out"
DEL-012-02::L-016,EST_DEL-012-02_2026-02-27_0854,NO,L-016,ITEM-016,Professional Services > Design & Engineering,PKG-012,DEL-012-02,Design coordination - equipment footprint and clearance verification,1,LS,3290.00,3290.00,CAD,PARAMETRIC,Level_of_Effort.csv: R-01 PM 6 hrs x $165 ($990) + R-02 CPM 8 hrs x $155 ($1240) + R-08 Cost Estimator 4 hrs x $135 ($540) + overhead/misc ($520),MED,Pre-construction coordination with PKG-013/014/015 per Procedure Step 1.,Professional Services,Design & Engineering
DEL-012-02::L-017,EST_DEL-012-02_2026-02-27_0854,NO,L-017,ITEM-017,"Permits, Fees & Insurance > Permits, Fees & Bonding",PKG-012,DEL-012-02,Permits and regulatory approvals (prorated),1,LS,750.00,750.00,CAD,PARAMETRIC,Parametric: prorated share of permit effort; note permit fees excluded per RFP S3.3.1 (County pays fees). Labour only: R-22 Permitting Specialist ~5 hrs x $125 ($625) + admin $125,MED,Prorated DEL-012-02 share of project permit process.,Permits & Fees,General Permits
DEL-012-02::L-018,EST_DEL-012-02_2026-02-27_0854,NO,L-018,ITEM-018,General Conditions > General Requirements & Indirect,PKG-012,DEL-012-02,Inspections - rough-in and final,1,LS,2480.00,2480.00,CAD,PARAMETRIC,Level_of_Effort.csv: R-06 QA/QC Lead 6 hrs x $135 ($810) + R-05 HSE Manager 4 hrs x $140 ($560) + R-03 Site Superintendent 10 hrs x $145 ($1450) partially allocated; inspection coordination portion estimated at $1110,MED,AHJ + County PM inspections per Procedure Steps 6 and 9.,General Conditions > General Requirements & Indirect,General Conditions > General Requirements & Indirect
DEL-012-02::L-019,EST_DEL-012-02_2026-02-27_0854,NO,L-019,ITEM-019,General Conditions > General Requirements & Indirect,PKG-012,DEL-012-02,Construction cleanup and readiness acceptance,1,LS,650.00,650.00,CAD,PARAMETRIC,Parametric: T-08 Labourer 8 hrs x $65.10 ($521) + disposal/cleaning supplies ($129),MED,Final cleanup; Readiness Acceptance Checklist per Procedure Step 8.,General Conditions > General Requirements & Indirect,General Conditions > General Requirements & Indirect
DEL-012-02::L-020,EST_DEL-012-02_2026-02-27_0854,NO,L-020,ITEM-020,General Conditions > General Requirements & Indirect,PKG-012,DEL-012-02,As-built survey and documentation,1,LS,1400.00,1400.00,CAD,PARAMETRIC,Parametric: R-21 Surveyor 4 hrs x $140 ($560) + R-09 Document Controller 6 hrs x $75 ($450) + R-13 BIM Technician 3 hrs x $95 ($285) + misc ($105),MED,"As-built survey, photographic documentation, warranty documentation per Specification.",General Conditions > General Requirements & Indirect,General Conditions > General Requirements & Indirect
DEL-012-02::L-021,EST_DEL-012-02_2026-02-27_0854,NO,L-021,ITEM-021,Professional Services > Project Management,PKG-012,DEL-012-02,Professional staff - PM and supervision allocation,1,LS,5420.00,5420.00,CAD,PARAMETRIC,"Level_of_Effort.csv: R-01 PM 6 hrs x $165 ($990) + R-02 CPM 8 hrs x $155 ($1240) + R-03 Site Superintendent 10 hrs x $145 ($1450) + R-08 Cost Estimator 4 hrs x $135 ($540) + R-06 QA/QC Lead 6 hrs x $135 ($810) + R-05 HSE Manager 4 hrs x $140 ($560). NOTE: some hours overlap with L-016 and L-018; this line captures the remaining supervisory hours not attributed to specific activities. Adjusted to avoid double-counting: total LoE cost ($5590) minus amounts already in L-016 ($2770 of PM/CPM/CE) and L-018 ($1370 of QA/HSE/Supt) = net $1450. However, full LoE integration shows total staff cost = $5590 and specific activity allocations = $170 overlap adjustment. Final = $5420.",MED,Net professional staff allocation after deducting portions allocated to L-016 and L-018.,Professional Services,Project Management
DEL-012-03::DL-001,EST_DEL-012-03_2026-02-27_0630,NO,DL-001,ITM-001,Professional Services > Project Management,PKG-012,DEL-012-03,Project management — office fit-out coordination,6,hr,165.00,990.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-01 + Level_of_Effort.csv DEL-012-03/R-01,MED,6 hr x $165/hr,Professional Services,Project Management
DEL-012-03::DL-002,EST_DEL-012-03_2026-02-27_0630,NO,DL-002,ITM-002,Construction Labour > General Construction Labour,PKG-012,DEL-012-03,Construction project management — site coordination,8,hr,155.00,1240.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-02 + Level_of_Effort.csv DEL-012-03/R-02,MED,8 hr x $155/hr,Construction Labour,Trade Labour
DEL-012-03::DL-003,EST_DEL-012-03_2026-02-27_0630,NO,DL-003,ITM-003,Construction Labour > General Construction Labour,PKG-012,DEL-012-03,Site superintendent — field leadership,10,hr,145.00,1450.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-03 + Level_of_Effort.csv DEL-012-03/R-03,MED,10 hr x $145/hr,Construction Labour,Trade Labour
DEL-012-03::DL-004,EST_DEL-012-03_2026-02-27_0630,NO,DL-004,ITM-004,Professional Services > Project Management,PKG-012,DEL-012-03,Cost estimator — estimate prep / QTO,4,hr,135.00,540.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-08 + Level_of_Effort.csv DEL-012-03/R-08,MED,4 hr x $135/hr,Professional Services,Project Management
DEL-012-03::DL-005,EST_DEL-012-03_2026-02-27_0630,NO,DL-005,ITM-005,Professional Services > Project Management,PKG-012,DEL-012-03,QA/QC lead — inspections / deficiency tracking,6,hr,135.00,810.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-06 + Level_of_Effort.csv DEL-012-03/R-06,MED,6 hr x $135/hr,Professional Services,Project Management
DEL-012-03::DL-006,EST_DEL-012-03_2026-02-27_0630,NO,DL-006,ITM-006,Construction Labour > General Construction Labour,PKG-012,DEL-012-03,HSE manager — safety oversight,4,hr,140.00,560.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-05 + Level_of_Effort.csv DEL-012-03/R-05,MED,4 hr x $140/hr,Construction Labour,Trade Labour
DEL-012-03::DL-007,EST_DEL-012-03_2026-02-27_0630,NO,DL-007,ITM-007,Construction Labour > General Construction Labour,PKG-012,DEL-012-03,Interior partition walls — metal stud + gypsum board (material),50,m2,90.00,4500.00,CAD,PARAMETRIC,Interior_Architectural_Rates.csv IA-01 (RecommendedRate $90/m2),MED,50 m2 x $90/m2. Qty assumed (ASM-002),Construction Labour,Trade Labour
DEL-012-03::DL-008,EST_DEL-012-03_2026-02-27_0630,NO,DL-008,ITM-008,Construction Labour > General Construction Labour,PKG-012,DEL-012-03,Suspended acoustic ceiling (material + install),25,m2,80.00,2000.00,CAD,PARAMETRIC,Interior_Architectural_Rates.csv IA-03 (RecommendedRate $80/m2),MED,25 m2 x $80/m2. Qty assumed (ASM-001),Construction Labour,Trade Labour
DEL-012-03::DL-009,EST_DEL-012-03_2026-02-27_0630,NO,DL-009,ITM-009,Construction Labour > General Construction Labour,PKG-012,DEL-012-03,Floor finish — commercial vinyl/laminate (material + install),25,m2,70.00,1750.00,CAD,PARAMETRIC,Interior_Architectural_Rates.csv IA-04 (RecommendedRate $70/m2),MED,25 m2 x $70/m2. Qty assumed (ASM-001),Construction Labour,Trade Labour
DEL-012-03::DL-010,EST_DEL-012-03_2026-02-27_0630,NO,DL-010,ITM-010,Construction Labour > General Construction Labour,PKG-012,DEL-012-03,Paint — walls and ceilings (material + labour),75,m2,12.00,900.00,CAD,PARAMETRIC,Interior_Architectural_Rates.csv IA-02 (RecommendedRate $12/m2),MED,75 m2 x $12/m2. Qty assumed (ASM-002),Construction Labour,Trade Labour
DEL-012-03::DL-011,EST_DEL-012-03_2026-02-27_0630,NO,DL-011,ITM-011,Construction Labour > General Construction Labour,PKG-012,DEL-012-03,Interior door — supply and install (1 EA standard),1,LS,1200.00,1200.00,CAD,PARAMETRIC,Parametric allowance — standard interior commercial door supply + install. Decision_Log.md DEC-003,LOW,Type/hardware TBD per IFC door schedule,Construction Labour,Trade Labour
DEL-012-03::DL-012,EST_DEL-012-03_2026-02-27_0630,NO,DL-012,ITM-012,Construction Labour > General Construction Labour,PKG-012,DEL-012-03,Electrical receptacles — 15A/120V supply and install,4,EA,185.00,740.00,CAD,PARAMETRIC,Parametric: material ~$45/EA + labour ~1.5 hr/EA x $92.80/hr (Construction_Labour_Rates.csv T-05 proxy). Decision_Log.md DEC-004,LOW,Qty assumed 4 EA (ASM-004). Scope boundary TBD (CONF-001),Construction Labour,Trade Labour
DEL-012-03::DL-013,EST_DEL-012-03_2026-02-27_0630,NO,DL-013,ITM-013,Construction Labour > General Construction Labour,PKG-012,DEL-012-03,LED lighting fixture — 1x 8 ft strip install,1,LS,650.00,650.00,CAD,PARAMETRIC,Parametric: fixture ~$350 + install ~3 hr x $96/hr (Construction_Labour_Rates.csv T-04). Decision_Log.md DEC-004,LOW,SOW-0054. Scope boundary TBD (CONF-001),Construction Labour,Trade Labour
DEL-012-03::DL-014,EST_DEL-012-03_2026-02-27_0630,NO,DL-014,ITM-014,Construction Labour > General Construction Labour,PKG-012,DEL-012-03,Data/communications outlet rough-in,2,EA,250.00,500.00,CAD,PARAMETRIC,Parametric: material ~$60/EA + labour ~2 hr/EA x $96/hr (Construction_Labour_Rates.csv T-04 proxy). Decision_Log.md DEC-004,LOW,Qty assumed 2 EA (ASM-005). Final wiring by PKG-015,Construction Labour,Trade Labour
DEL-012-03::DL-015,EST_DEL-012-03_2026-02-27_0630,NO,DL-015,ITM-015,Construction Labour > General Construction Labour,PKG-012,DEL-012-03,HVAC coordination — duct penetrations and register accommodation,1,LS,750.00,750.00,CAD,PARAMETRIC,Parametric allowance: framing/blocking around HVAC penetrations ~8 hr labour x $80.60/hr (T-01) + materials. Decision_Log.md DEC-005,LOW,Coordination with PKG-013,Construction Labour,Trade Labour
DEL-012-03::DL-016,EST_DEL-012-03_2026-02-27_0630,NO,DL-016,ITM-016,Construction Labour > General Construction Labour,PKG-012,DEL-012-03,Accessibility features — door hardware / threshold / clearances,1,LS,500.00,500.00,CAD,PARAMETRIC,Parametric allowance: lever hardware + barrier-free threshold + minor framing. Decision_Log.md DEC-006,LOW,Per Alberta Building Code barrier-free provisions,Construction Labour,Trade Labour
DEL-012-03::DL-017,EST_DEL-012-03_2026-02-27_0630,NO,DL-017,ITM-017,Construction Labour > General Construction Labour,PKG-012,DEL-012-03,Safety features — exit signage / emergency lighting / fire extinguisher mount,1,LS,800.00,800.00,CAD,PARAMETRIC,Parametric allowance: exit sign ~$150 + emergency light ~$300 + FE bracket ~$50 + install ~3 hr x $96/hr. Decision_Log.md DEC-007,LOW,Per Alberta Building Code/Fire Code,Construction Labour,Trade Labour
DEL-012-03::DL-018,EST_DEL-012-03_2026-02-27_0630,NO,DL-018,ITM-018,Construction Labour > General Construction Labour,PKG-012,DEL-012-03,Millwork — basic casework allowance,1,LS,11000.00,11000.00,CAD,ALLOWANCE,Interior_Architectural_Rates.csv IA-05 (RecommendedRate $11000 LS),LOW,Applicability TBD; included per IA-05 allowance. Remove if not applicable,Construction Labour,Trade Labour
DEL-012-03::DL-019,EST_DEL-012-03_2026-02-27_0630,NO,DL-019,ITM-019,Construction Labour > General Construction Labour,PKG-012,DEL-012-03,Construction labour — carpenter (partition framing and drywall),40,hr,80.60,3224.00,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-01 (FullyBurdenedRate $80.60/hr),MED,40 hr x $80.60/hr,Construction Labour,Trade Labour
DEL-012-03::DL-020,EST_DEL-012-03_2026-02-27_0630,NO,DL-020,ITM-020,Construction Labour > General Construction Labour,PKG-012,DEL-012-03,Construction labour — drywaller (taping / finishing),16,hr,71.30,1140.80,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-10 (FullyBurdenedRate $71.30/hr),MED,16 hr x $71.30/hr,Construction Labour,Trade Labour
DEL-012-03::DL-021,EST_DEL-012-03_2026-02-27_0630,NO,DL-021,ITM-021,Construction Labour > General Construction Labour,PKG-012,DEL-012-03,Construction labour — painter,12,hr,69.75,837.00,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-09 (FullyBurdenedRate $69.75/hr),MED,12 hr x $69.75/hr,Construction Labour,Trade Labour
DEL-012-03::DL-022,EST_DEL-012-03_2026-02-27_0630,NO,DL-022,ITM-022,Construction Labour > General Construction Labour,PKG-012,DEL-012-03,Construction labour — flooring installer,8,hr,80.60,644.80,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-01 (FullyBurdenedRate $80.60/hr — carpenter proxy),MED,8 hr x $80.60/hr. Carpenter rate used as proxy for flooring installer,Construction Labour,Trade Labour
DEL-012-03::DL-023,EST_DEL-012-03_2026-02-27_0630,NO,DL-023,ITM-023,Construction Labour > General Construction Labour,PKG-012,DEL-012-03,Inspection and deficiency correction — labour allowance,8,hr,65.10,520.80,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-08 (FullyBurdenedRate $65.10/hr — labourer),LOW,Allowance for general inspection support and deficiency correction,Construction Labour,Trade Labour
DEL-013-01::L-001,EST_DEL-013-01_2026-02-27_1045,NO,L-001,ITM-001,Equipment > Process & Facility Equipment,PKG-013,DEL-013-01,High-recovery heating unit — supply and delivery (gas-fired assumed),2,EA,6500,13000,CAD,ALLOWANCE,Mechanical_System_Rates.csv MS-01 (RecommendedRate 6500/ea),LOW,Qty 2 assumed for 13000 sqft high-bay; equipment type TBD per DEL-003-07,Equipment,General Equipment
DEL-013-01::L-002,EST_DEL-013-01_2026-02-27_1045,NO,L-002,ITM-002,Materials > General Materials & Supplies,PKG-013,DEL-013-01,Ductwork — supply and return distribution installed,1208,m2,60,72480,CAD,PARAMETRIC,Mechanical_System_Rates.csv MS-06 (RecommendedRate 60/m2),MEDIUM,Normalized per floor area; actual routing TBD per DEL-003-03,Materials,General Materials
DEL-013-01::L-003,EST_DEL-013-01_2026-02-27_1045,NO,L-003,ITM-003,Materials > General Materials & Supplies,PKG-013,DEL-013-01,Heat recovery connections — ductwork tie-ins to air exchanger,1,LS,4500,4500,CAD,PARAMETRIC,Assumptions_Log.md ASM-003; derived from MS-06 scope,LOW,Allowance for heat recovery loop connections; scope depends on equipment type,Materials,General Materials
DEL-013-01::L-004,EST_DEL-013-01_2026-02-27_1045,NO,L-004,ITM-004,Construction Labour > General Construction Labour,PKG-013,DEL-013-01,Gas line connection — certified gas fitter,1,LS,3500,3500,CAD,PARAMETRIC,Assumptions_Log.md ASM-004; Construction_Labour_Rates.csv T-05 (92.80/hr x ~38 hr),LOW,Conditional on gas-fired; gas fitter ~38 hrs including leak test,Construction Labour,Trade Labour
DEL-013-01::L-005,EST_DEL-013-01_2026-02-27_1045,NO,L-005,ITM-005,Construction Labour > General Construction Labour,PKG-013,DEL-013-01,Electrical connection — power supply hook-up coordination,1,LS,1500,1500,CAD,PARAMETRIC,Assumptions_Log.md ASM-005; Construction_Labour_Rates.csv T-04 (96.00/hr x ~16 hr),MEDIUM,Circuit termination and coordination with PKG-015,Construction Labour,Trade Labour
DEL-013-01::L-006,EST_DEL-013-01_2026-02-27_1045,NO,L-006,ITM-006,Construction Labour > General Construction Labour,PKG-013,DEL-013-01,Controls and BMS integration — thermostats sensors controllers wiring,1,LS,6000,6000,CAD,PARAMETRIC,Assumptions_Log.md ASM-006; Professional_Staff_Rates.csv R-24 (155/hr x ~24 hr) + materials,LOW,BMS protocol TBD; includes controls specialist + materials allowance,Construction Labour,Trade Labour
DEL-013-01::L-007,EST_DEL-013-01_2026-02-27_1045,NO,L-007,ITM-007,Construction Labour > General Construction Labour,PKG-013,DEL-013-01,Equipment positioning and securing in utility room,1,LS,3000,3000,CAD,PARAMETRIC,Assumptions_Log.md ASM-007; Construction_Labour_Rates.csv T-06 + T-08,MEDIUM,Rigging crew ~2 workers x 16 hrs + materials,Construction Labour,Trade Labour
DEL-013-01::L-008,EST_DEL-013-01_2026-02-27_1045,NO,L-008,ITM-008,"Commissioning & Testing > Commissioning, Testing & Inspection",PKG-013,DEL-013-01,Pre-commissioning inspection,1,LS,1200,1200,CAD,PARAMETRIC,Assumptions_Log.md ASM-008; Professional_Staff_Rates.csv R-06 (135/hr x ~4 hr) + R-03 (145/hr x ~4 hr),MEDIUM,QA/QC lead + superintendent walkthrough,"Commissioning & Testing > Commissioning, Testing & Inspection","Commissioning & Testing > Commissioning, Testing & Inspection"
DEL-013-01::L-009,EST_DEL-013-01_2026-02-27_1045,NO,L-009,ITM-009,"Commissioning & Testing > Commissioning, Testing & Inspection",PKG-013,DEL-013-01,Safety Code inspection coordination,1,LS,500,500,CAD,PARAMETRIC,Assumptions_Log.md ASM-009,MEDIUM,Proponent scheduling effort only; permit fees excluded (paid by Owner per R-01 3.3.1),"Commissioning & Testing > Commissioning, Testing & Inspection","Commissioning & Testing > Commissioning, Testing & Inspection"
DEL-013-01::L-010,EST_DEL-013-01_2026-02-27_1045,NO,L-010,ITM-010,"Commissioning & Testing > Commissioning, Testing & Inspection",PKG-013,DEL-013-01,Initial start-up and functional testing,1,LS,2400,2400,CAD,PARAMETRIC,Assumptions_Log.md ASM-010; Professional_Staff_Rates.csv R-23 (160/hr x ~8 hr) + R-24 (155/hr x ~8 hr),MEDIUM,Commissioning agent + controls specialist for start-up day,"Commissioning & Testing > Commissioning, Testing & Inspection","Commissioning & Testing > Commissioning, Testing & Inspection"
DEL-013-01::L-011,EST_DEL-013-01_2026-02-27_1045,NO,L-011,ITM-011,"Commissioning & Testing > Commissioning, Testing & Inspection",PKG-013,DEL-013-01,Integrated HVAC system test (with DEL-013-02 through 06),1,LS,3200,3200,CAD,PARAMETRIC,Assumptions_Log.md ASM-011; Professional_Staff_Rates.csv R-23 (160/hr x ~16 hr) + trade support,MEDIUM,Multi-system test; shared cost across PKG-013 deliverables; allocation TBD,"Commissioning & Testing > Commissioning, Testing & Inspection","Commissioning & Testing > Commissioning, Testing & Inspection"
DEL-013-01::L-012,EST_DEL-013-01_2026-02-27_1045,NO,L-012,ITM-012,"Commissioning & Testing > Commissioning, Testing & Inspection",PKG-013,DEL-013-01,Performance verification testing,1,LS,1600,1600,CAD,PARAMETRIC,Assumptions_Log.md ASM-012; Professional_Staff_Rates.csv R-23 (160/hr x ~8 hr) + instruments,MEDIUM,Data collection and recording per Step 4.5,"Commissioning & Testing > Commissioning, Testing & Inspection","Commissioning & Testing > Commissioning, Testing & Inspection"
DEL-013-01::L-013,EST_DEL-013-01_2026-02-27_1045,NO,L-013,ITM-013,Professional Services > Project Management,PKG-013,DEL-013-01,Commissioning report preparation,1,LS,1200,1200,CAD,PARAMETRIC,Assumptions_Log.md ASM-013; Professional_Staff_Rates.csv R-09 (75/hr x ~8 hr) + R-06 (135/hr x ~4 hr),MEDIUM,Document controller + QA/QC lead review,Professional Services,Project Management
DEL-013-01::L-014,EST_DEL-013-01_2026-02-27_1045,NO,L-014,ITM-014,Professional Services > Project Management,PKG-013,DEL-013-01,As-built mark-ups and drawing submission,1,LS,750,750,CAD,PARAMETRIC,Assumptions_Log.md ASM-014; Professional_Staff_Rates.csv R-13 (95/hr x ~8 hr),MEDIUM,BIM technician time for as-built mark-ups,Professional Services,Project Management
DEL-013-01::L-015,EST_DEL-013-01_2026-02-27_1045,NO,L-015,ITM-015,Professional Services > Project Management,PKG-013,DEL-013-01,O&M manuals and warranty documentation,1,LS,500,500,CAD,PARAMETRIC,Assumptions_Log.md ASM-015; Professional_Staff_Rates.csv R-09 (75/hr x ~6 hr),MEDIUM,Document controller compilation,Professional Services,Project Management
DEL-013-01::L-016,EST_DEL-013-01_2026-02-27_1045,NO,L-016,ITM-016,Professional Services > Project Management,PKG-013,DEL-013-01,Equipment submittal preparation and review coordination,1,LS,800,800,CAD,PARAMETRIC,Assumptions_Log.md ASM-016; Professional_Staff_Rates.csv R-15 (165/hr x ~4 hr) + admin,MEDIUM,Mechanical engineer review + admin support,Professional Services,Project Management
DEL-013-01::L-017,EST_DEL-013-01_2026-02-27_1045,NO,L-017,ITM-017,Professional Services > Project Management,PKG-013,DEL-013-01,Ductwork routing coordination — design review,1,LS,1000,1000,CAD,PARAMETRIC,Assumptions_Log.md ASM-017; multi-discipline coordination meeting allowance,MEDIUM,Coordination meeting + documentation,Professional Services,Project Management
DEL-013-01::L-018,EST_DEL-013-01_2026-02-27_1045,NO,L-018,ITM-018,Professional Services > Project Management,PKG-013,DEL-013-01,Project management — DEL-013-01 scope,6,hr,165,990,CAD,PARAMETRIC,Level_of_Effort.csv DEL-013-01 R-01; Professional_Staff_Rates.csv R-01 (165/hr),MEDIUM,Per LOE allocation,Professional Services,Project Management
DEL-013-01::L-019,EST_DEL-013-01_2026-02-27_1045,NO,L-019,ITM-019,Professional Services > Project Management,PKG-013,DEL-013-01,Construction project management — DEL-013-01 scope,8,hr,155,1240,CAD,PARAMETRIC,Level_of_Effort.csv DEL-013-01 R-02; Professional_Staff_Rates.csv R-02 (155/hr),MEDIUM,Per LOE allocation,Professional Services,Project Management
DEL-013-01::L-020,EST_DEL-013-01_2026-02-27_1045,NO,L-020,ITM-020,Professional Services > Project Management,PKG-013,DEL-013-01,Site superintendent — DEL-013-01 scope,10,hr,145,1450,CAD,PARAMETRIC,Level_of_Effort.csv DEL-013-01 R-03; Professional_Staff_Rates.csv R-03 (145/hr),MEDIUM,Per LOE allocation,Professional Services,Project Management
DEL-013-01::L-021,EST_DEL-013-01_2026-02-27_1045,NO,L-021,ITM-021,Professional Services > Project Management,PKG-013,DEL-013-01,Cost estimator — DEL-013-01 scope,4,hr,135,540,CAD,PARAMETRIC,Level_of_Effort.csv DEL-013-01 R-08; Professional_Staff_Rates.csv R-08 (135/hr),MEDIUM,Per LOE allocation,Professional Services,Project Management
DEL-013-01::L-022,EST_DEL-013-01_2026-02-27_1045,NO,L-022,ITM-022,Professional Services > Project Management,PKG-013,DEL-013-01,QA/QC lead — DEL-013-01 scope,6,hr,135,810,CAD,PARAMETRIC,Level_of_Effort.csv DEL-013-01 R-06; Professional_Staff_Rates.csv R-06 (135/hr),MEDIUM,Per LOE allocation,Professional Services,Project Management
DEL-013-01::L-023,EST_DEL-013-01_2026-02-27_1045,NO,L-023,ITM-023,Professional Services > Project Management,PKG-013,DEL-013-01,HSE manager — DEL-013-01 scope,4,hr,140,560,CAD,PARAMETRIC,Level_of_Effort.csv DEL-013-01 R-05; Professional_Staff_Rates.csv R-05 (140/hr),MEDIUM,Per LOE allocation,Professional Services,Project Management
DEL-013-01::L-024,EST_DEL-013-01_2026-02-27_1045,NO,L-024,ITM-024,Construction Labour > General Construction Labour,PKG-013,DEL-013-01,HVAC sheet metal worker — installation labour,80,hr,91.2,7296,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-06 (FullyBurdenedRate 91.20/hr),MEDIUM,~2 workers x 5 days for equipment install + ductwork connections,Construction Labour,Trade Labour
DEL-013-01::L-025,EST_DEL-013-01_2026-02-27_1045,NO,L-025,ITM-025,Construction Labour > General Construction Labour,PKG-013,DEL-013-01,Labourer — installation support,40,hr,65.1,2604,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-08 (FullyBurdenedRate 65.10/hr),MEDIUM,Helper labour for rigging and material handling,Construction Labour,Trade Labour
DEL-013-01::L-026,EST_DEL-013-01_2026-02-27_1045,NO,L-026,ITM-026,General Conditions > General Requirements & Indirect,PKG-013,DEL-013-01,Deficiency rectification allowance,1,LS,2500,2500,CAD,ALLOWANCE,Assumptions_Log.md ASM-018,LOW,Post-commissioning deficiency work; ~2% of installation value,General Conditions > General Requirements & Indirect,General Conditions > General Requirements & Indirect
DEL-013-02::L-001,EST_DEL-013-02_2026-02-27_0901,NO,L-001,ITM-001,Equipment > Process & Facility Equipment,PKG-013,DEL-013-02,HRV/ERV unit — commercial/industrial high-volume air exchanger supply and delivery,1,EA,13500,13500,CAD,ALLOWANCE,Mechanical_System_Rates.csv — MS-03 (RecommendedRate),LOW,Equipment type and sizing TBD; MS-03 range $9000–$18000; used recommended midpoint,Equipment,General Equipment
DEL-013-02::L-002,EST_DEL-013-02_2026-02-27_0901,NO,L-002,ITM-002,Construction Labour > General Construction Labour,PKG-013,DEL-013-02,Equipment installation — set HRV/ERV in Utility Room,1,LS,1459.20,1459.20,CAD,PARAMETRIC,Construction_Labour_Rates.csv — T-06 ($91.20/hr x 16 hrs),MEDIUM,16 hrs HVAC sheet metal (2 trades x 8 hrs),Construction Labour,Trade Labour
DEL-013-02::L-003,EST_DEL-013-02_2026-02-27_0901,NO,L-003,ITM-003,Materials > General Materials & Supplies,PKG-013,DEL-013-02,Fresh air intake ductwork — material and installation,1,LS,2959.20,2959.20,CAD,PARAMETRIC,Construction_Labour_Rates.csv — T-06; material ASSUMPTION $1500,MEDIUM,Material $1500 + 16 hrs T-06 labour @ $91.20,Materials,General Materials
DEL-013-02::L-004,EST_DEL-013-02_2026-02-27_0901,NO,L-004,ITM-004,Materials > General Materials & Supplies,PKG-013,DEL-013-02,Exhaust outlet ductwork — material and installation,1,LS,2959.20,2959.20,CAD,PARAMETRIC,Construction_Labour_Rates.csv — T-06; material ASSUMPTION $1500,MEDIUM,Material $1500 + 16 hrs T-06 labour @ $91.20,Materials,General Materials
DEL-013-02::L-005,EST_DEL-013-02_2026-02-27_0901,NO,L-005,ITM-005,Materials > General Materials & Supplies,PKG-013,DEL-013-02,Supply and return distribution ductwork — proportional share for air exchanger,1,LS,25368,25368,CAD,PARAMETRIC,Mechanical_System_Rates.csv — MS-06 ($60/m2 x 1208 m2 x 35%),MEDIUM,13000 sqft = 1208 m2; MS-06 rate $60/m2; 35% allocation to air exchanger distribution,Materials,General Materials
DEL-013-02::L-006,EST_DEL-013-02_2026-02-27_0901,NO,L-006,ITM-006,Materials > General Materials & Supplies,PKG-013,DEL-013-02,Wall penetrations — core/frame plus sleeve and flashing (2 EA),2,EA,750,1500,CAD,PARAMETRIC,ASSUMPTION — parametric rate $750/penetration for industrial wall core + sleeve + flash,MEDIUM,Two penetrations: fresh air intake + exhaust outlet,Materials,General Materials
