AssumptionUID,FromDeliverableID,SnapshotID,AssumptionID,Category,Description,Impact,SourcePath
DEL-009-01::A-0003,DEL-009-01,EST_DEL-009-01_2026-02-27_0547,ASM-003,,Permitting Specialist (R-22) requires 8 hours for DEL-009-01,LOW,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-009-01_2026-02-27_0547/Assumptions_Log.md
DEL-009-01::A-0004,DEL-009-01,EST_DEL-009-01_2026-02-27_0547,ASM-004,,Document Controller (R-09) requires 4 hours for DEL-009-01,LOW,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-009-01_2026-02-27_0547/Assumptions_Log.md
DEL-009-01::A-0005,DEL-009-01,EST_DEL-009-01_2026-02-27_0547,ASM-005,,Senior Architect (R-11) requires 4 hours to support the development permit application,LOW,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-009-01_2026-02-27_0547/Assumptions_Log.md
DEL-009-01::A-0006,DEL-009-01,EST_DEL-009-01_2026-02-27_0547,ASM-006,,Civil Engineer (R-17) requires 3 hours to support the development permit application,LOW,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-009-01_2026-02-27_0547/Assumptions_Log.md
DEL-009-01::A-0007,DEL-009-01,EST_DEL-009-01_2026-02-27_0547,ASM-007,,Pre-application consultation disbursement estimated at $350 CAD,LOW,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-009-01_2026-02-27_0547/Assumptions_Log.md
DEL-009-01::A-0008,DEL-009-01,EST_DEL-009-01_2026-02-27_0547,ASM-008,,Application submission courier/delivery estimated at $150 CAD,LOW,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-009-01_2026-02-27_0547/Assumptions_Log.md
DEL-009-01::A-0009,DEL-009-01,EST_DEL-009-01_2026-02-27_0547,ASM-009,,Inspection coordination allowance estimated at $500 CAD,LOW,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-009-01_2026-02-27_0547/Assumptions_Log.md
DEL-009-01::A-0010,DEL-009-01,EST_DEL-009-01_2026-02-27_0547,ASM-010,,Level of effort hours from Level_of_Effort.csv are valid for DEL-009-01,MEDIUM,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-009-01_2026-02-27_0547/Assumptions_Log.md
DEL-010-01::A-0001,DEL-010-01,EST_DEL-010-01_2026-02-27_0730,ASM-001,,"Normal ground conditions — no deleterious subgrade material, standard bearing capacity","HIGH — poor ground conditions could require piles, ground improvement, or deep foundations, significantly increasing cost",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-010-01_2026-02-27_0730/Assumptions_Log.md
DEL-010-01::A-0002,DEL-010-01,EST_DEL-010-01_2026-02-27_0730,ASM-002,,Foundation type is conventional spread footings with slab-on-grade,"HIGH — if piled foundation is required, footing concrete and formwork quantities change substantially",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-010-01_2026-02-27_0730/Assumptions_Log.md
DEL-010-01::A-0003,DEL-010-01,EST_DEL-010-01_2026-02-27_0730,ASM-003,,Building footprint dimensions: 130 ft x 100 ft (~1208 m2),"MEDIUM — if footprint changes, all area-based quantities (slab, stripping, compaction) scale proportionally",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-010-01_2026-02-27_0730/Assumptions_Log.md
DEL-010-01::A-0004,DEL-010-01,EST_DEL-010-01_2026-02-27_0730,ASM-004,,Average excavation depth for footings: ~1.2 m below grade,MEDIUM — deeper excavation increases volume and cost,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-010-01_2026-02-27_0730/Assumptions_Log.md
DEL-010-01::A-0005,DEL-010-01,EST_DEL-010-01_2026-02-27_0730,ASM-005,,"Rebar density: ~100 kg/m3 for footings, ~12 kg/m2 for slab-on-grade",MEDIUM — actual reinforcement per structural design may vary significantly,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-010-01_2026-02-27_0730/Assumptions_Log.md
DEL-010-01::A-0006,DEL-010-01,EST_DEL-010-01_2026-02-27_0730,ASM-006,,"Concrete testing allowance: $8,500 LS","LOW — could range from $5,000 to $15,000 depending on number of pours and testing frequency",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-010-01_2026-02-27_0730/Assumptions_Log.md
DEL-010-01::A-0007,DEL-010-01,EST_DEL-010-01_2026-02-27_0730,ASM-007,,"Compaction testing allowance: $5,000 LS",LOW — depends on geotechnical testing frequency requirements,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-010-01_2026-02-27_0730/Assumptions_Log.md
DEL-010-01::A-0008,DEL-010-01,EST_DEL-010-01_2026-02-27_0730,ASM-008,,"Survey layout allowance: $4,500 LS",LOW — standard for building this size,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-010-01_2026-02-27_0730/Assumptions_Log.md
DEL-010-01::A-0009,DEL-010-01,EST_DEL-010-01_2026-02-27_0730,ASM-009,,"Inspection coordination allowance: $3,500 LS",LOW — depends on number of inspection hold points,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-010-01_2026-02-27_0730/Assumptions_Log.md
DEL-010-01::A-0010,DEL-010-01,EST_DEL-010-01_2026-02-27_0730,ASM-010,,"Site handoff documentation allowance: $1,500 LS",LOW — minimal impact item,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-010-01_2026-02-27_0730/Assumptions_Log.md
DEL-010-01::A-0011,DEL-010-01,EST_DEL-010-01_2026-02-27_0730,ASM-011,,"Quality documentation package allowance: $4,000 LS",LOW — labour-intensive but bounded,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-010-01_2026-02-27_0730/Assumptions_Log.md
DEL-010-01::A-0012,DEL-010-01,EST_DEL-010-01_2026-02-27_0730,ASM-012,,"As-built survey allowance: $5,000 LS",LOW — standard for building this size,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-010-01_2026-02-27_0730/Assumptions_Log.md
DEL-010-01::A-0013,DEL-010-01,EST_DEL-010-01_2026-02-27_0730,ASM-013,,"PKG-011 handoff package allowance: $2,000 LS",LOW — minimal impact,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-010-01_2026-02-27_0730/Assumptions_Log.md
DEL-010-01::A-0014,DEL-010-01,EST_DEL-010-01_2026-02-27_0730,ASM-014,,"Embedded items allowance: $12,000 LS",MEDIUM — depends on number and complexity of embedments per structural and MEP drawings,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-010-01_2026-02-27_0730/Assumptions_Log.md
DEL-010-01::A-0015,DEL-010-01,EST_DEL-010-01_2026-02-27_0730,ASM-015,,Shared wall reduces perimeter footing to ~92 m,LOW — exact configuration per structural drawings,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-010-01_2026-02-27_0730/Assumptions_Log.md
DEL-010-01::A-0016,DEL-010-01,EST_DEL-010-01_2026-02-27_0730,ASM-016,,Granular fill placement rate applies even though County supplies aggregate,MEDIUM — could overstate by ~30-40% if material supply component is significant,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-010-01_2026-02-27_0730/Assumptions_Log.md
DEL-010-01::A-0017,DEL-010-01,EST_DEL-010-01_2026-02-27_0730,ASM-017,,Construction labour hours are estimated parametrically,"MEDIUM — actual hours depend on crew sizes, productivity, and site conditions",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-010-01_2026-02-27_0730/Assumptions_Log.md
DEL-011-01::A-0001,DEL-011-01,EST_DEL-011-01_2026-02-27_0845,ASM-001,,"Building footprint is 130 ft x 100 ft (~1,208 m2) for the New North Shop addition only","Slab, roof, envelope areas change proportionally; +/-10% footprint = +/-~$120K on total",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-01_2026-02-27_0845/Assumptions_Log.md
DEL-011-01::A-0002,DEL-011-01,EST_DEL-011-01_2026-02-27_0845,ASM-002,,Structural system is cast-in-place (CIP) concrete,Tilt-up or precast could reduce structural frame cost by 20-30% ($630K line),/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-01_2026-02-27_0845/Assumptions_Log.md
DEL-011-01::A-0003,DEL-011-01,EST_DEL-011-01_2026-02-27_0845,ASM-003,,Roof system is steel deck on bar joists,Concrete roof would increase cost; pre-engineered metal could decrease cost,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-01_2026-02-27_0845/Assumptions_Log.md
DEL-011-01::A-0004,DEL-011-01,EST_DEL-011-01_2026-02-27_0845,ASM-004,,Mezzanine area is ~30% of building footprint (~362 m2),Actual mezzanine area may be larger or smaller depending on room layout in DEL-002-05,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-01_2026-02-27_0845/Assumptions_Log.md
DEL-011-01::A-0005,DEL-011-01,EST_DEL-011-01_2026-02-27_0845,ASM-005,,Heavy industrial storage live load for mezzanine,Higher design load may increase structural steel/concrete costs,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-01_2026-02-27_0845/Assumptions_Log.md
DEL-011-01::A-0006,DEL-011-01,EST_DEL-011-01_2026-02-27_0845,ASM-006,,20 EA steel plate embedments,Actual count TBD per DEL-002-08; minor cost impact at $250/EA,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-01_2026-02-27_0845/Assumptions_Log.md
DEL-011-01::A-0007,DEL-011-01,EST_DEL-011-01_2026-02-27_0845,ASM-007,,"Cistern structural provisions costed at $5,000 lump sum",Actual provisions depend on cistern type and structural design; could be +/-50%,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-01_2026-02-27_0845/Assumptions_Log.md
DEL-011-01::A-0008,DEL-011-01,EST_DEL-011-01_2026-02-27_0845,ASM-008,,"Cold-weather concreting provisions at $15,000 lump sum",Actual cost depends on pour scheduling; summer pours may require less; winter pours may require more,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-01_2026-02-27_0845/Assumptions_Log.md
DEL-011-01::A-0009,DEL-011-01,EST_DEL-011-01_2026-02-27_0845,ASM-009,,4 entrance/exit man doors,"Minor impact at $1,300/EA",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-01_2026-02-27_0845/Assumptions_Log.md
DEL-011-01::A-0010,DEL-011-01,EST_DEL-011-01_2026-02-27_0845,ASM-010,,20 m2 of window glazing in office area,Actual area TBD per architectural design; +/-50% = +/-$7K,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-01_2026-02-27_0845/Assumptions_Log.md
DEL-011-01::A-0011,DEL-011-01,EST_DEL-011-01_2026-02-27_0845,ASM-011,,"Rebar quantity at ~30 kg/m2 of floor area (36,240 kg total)",Actual rebar quantity depends on structural design; could be +/-25%,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-01_2026-02-27_0845/Assumptions_Log.md
DEL-011-01::A-0012,DEL-011-01,EST_DEL-011-01_2026-02-27_0845,ASM-012,,Formwork area at ~480 m2,Actual formwork depends on structural system choice (CIP requires more; tilt-up/precast requires less),/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-01_2026-02-27_0845/Assumptions_Log.md
DEL-011-01::A-0013,DEL-011-01,EST_DEL-011-01_2026-02-27_0845,ASM-013,,"Construction labour hours derived parametrically: 640 hr concrete finisher, 480 hr ironworker, 320 hr carpenter, 400 hr labourer","Actual hours depend on structural system, crew size, productivity; +/-30% range",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-01_2026-02-27_0845/Assumptions_Log.md
DEL-011-01::A-0014,DEL-011-01,EST_DEL-011-01_2026-02-27_0845,ASM-014,,"Concrete placement equipment at $35,000 lump sum","Actual cost depends on structural system, number of pours, equipment availability",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-01_2026-02-27_0845/Assumptions_Log.md
DEL-011-01::A-0015,DEL-011-01,EST_DEL-011-01_2026-02-27_0845,ASM-015,,"Dimensional survey and as-built documentation at $6,500 lump sum",Actual hours depend on complexity and number of survey rounds,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-01_2026-02-27_0845/Assumptions_Log.md
DEL-011-01::A-0016,DEL-011-01,EST_DEL-011-01_2026-02-27_0845,ASM-016,,"Crane runway structural supports at $35,000 per runway (2 EA)","Actual cost depends on span length, beam specification, and connection details per crane manufacturer",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-01_2026-02-27_0845/Assumptions_Log.md
DEL-011-01::A-0017,DEL-011-01,EST_DEL-011-01_2026-02-27_0845,ASM-017,,"Structural rough openings for overhead doors at $8,500 each (3 openings)",Actual cost depends on header span and load requirements per structural design,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-01_2026-02-27_0845/Assumptions_Log.md
DEL-011-01::A-0018,DEL-011-01,EST_DEL-011-01_2026-02-27_0845,ASM-018,,"Concrete testing/QA at $8,500 lump sum",Actual cost depends on number of pours and testing frequency per CSA A23.1,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-01_2026-02-27_0845/Assumptions_Log.md
DEL-011-01::A-0019,DEL-011-01,EST_DEL-011-01_2026-02-27_0845,ASM-019,,Normal ground conditions (geotechnical),"Adverse geotech could require thicker slab, deeper/wider footings, increased rebar; could add 10-20% to concrete costs",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-01_2026-02-27_0845/Assumptions_Log.md
DEL-011-01::A-0020,DEL-011-01,EST_DEL-011-01_2026-02-27_0845,ASM-020,,Currency is CAD per Alberta project context,All rates and amounts in CAD,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-01_2026-02-27_0845/Assumptions_Log.md
DEL-011-01::A-0021,DEL-011-01,EST_DEL-011-01_2026-02-27_0845,ASM-021,,"Wall perimeter area estimated at ~1,500 m2 (140 m perimeter x 10.7 m height)",Actual wall area depends on door/window openings; net area after openings is less,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-01_2026-02-27_0845/Assumptions_Log.md
DEL-011-01::A-0022,DEL-011-01,EST_DEL-011-01_2026-02-27_0845,ASM-022,,Service pit sized at approximately 7.3m L x 3m W x 2.5m D,Actual dimensions TBD per DEL-002-06 structural details,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-01_2026-02-27_0845/Assumptions_Log.md
DEL-011-03::A-0001,DEL-011-03,EST_DEL-011-03_2026-02-27_0854,ASM-001,,"Overhead doors are industrial sectional type, approximately 24 ft wide","Door type/size change could shift door cost by +/-25% ($19,000 +/- per door)",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-03_2026-02-27_0854/Assumptions_Log.md
DEL-011-03::A-0002,DEL-011-03,EST_DEL-011-03_2026-02-27_0854,ASM-002,,Door height is approximately 14-16 ft clear opening to accommodate motor scraper class with raised attachments,"If taller doors required (e.g., 18-20 ft for larger equipment), door cost and structural framing cost would increase",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-03_2026-02-27_0854/Assumptions_Log.md
DEL-011-03::A-0003,DEL-011-03,EST_DEL-011-03_2026-02-27_0854,ASM-003,,4 overhead doors total: 2 bays x 2 doors per bay (drive-through),Confirmed by RFP S3.1 and SOW-0025; low risk,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-03_2026-02-27_0854/Assumptions_Log.md
DEL-011-03::A-0004,DEL-011-03,EST_DEL-011-03_2026-02-27_0854,ASM-004,,Door operators are included in the door installation scope (not procured separately by electrical contractor),"If operators are PKG-015 scope, cost would shift between estimates",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-03_2026-02-27_0854/Assumptions_Log.md
DEL-011-03::A-0005,DEL-011-03,EST_DEL-011-03_2026-02-27_0854,ASM-005,,"Door frame structural elements (headers, lintels, jambs, sills) are CIP concrete consistent with superstructure","If steel-framed door openings instead, structural cost profile would change; rate is reasonable for either",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-03_2026-02-27_0854/Assumptions_Log.md
DEL-011-03::A-0006,DEL-011-03,EST_DEL-011-03_2026-02-27_0854,ASM-006,,Construction labour productivity is normal for Alberta rural site conditions,Rural site premium or weather delays could increase labour hours by 10-20%,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-03_2026-02-27_0854/Assumptions_Log.md
DEL-011-03::A-0007,DEL-011-03,EST_DEL-011-03_2026-02-27_0854,ASM-007,,Ironworker rate ($92.80/hr fully burdened) is a reasonable proxy for specialised door installer labour,"Actual door installer rates may differ; impact is ~$7,400",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-03_2026-02-27_0854/Assumptions_Log.md
DEL-011-03::A-0008,DEL-011-03,EST_DEL-011-03_2026-02-27_0854,ASM-008,,Floor drainage slope provisions are limited to concrete finishing scope (slope direction and percentage); sump pit framing and drain installation are DEL-014-04 (excluded),"If sump pit structural framing is allocated to DEL-011-03, additional concrete cost would apply",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-03_2026-02-27_0854/Assumptions_Log.md
DEL-011-03::A-0009,DEL-011-03,EST_DEL-011-03_2026-02-27_0854,ASM-009,,"Exhaust structural provisions are limited to blocking, backing, penetration sleeves, and mounting provisions; exhaust equipment is DEL-013-04 (excluded)",Scope boundary is clear per exclusion table,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-03_2026-02-27_0854/Assumptions_Log.md
DEL-011-03::A-0010,DEL-011-03,EST_DEL-011-03_2026-02-27_0854,ASM-010,,"All work completed within overall project schedule allowing December 31, 2026 completion",Schedule delays could trigger acceleration costs not included in this estimate,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-03_2026-02-27_0854/Assumptions_Log.md
DEL-011-03::A-0011,DEL-011-03,EST_DEL-011-03_2026-02-27_0854,ASM-011,,"Oil/water separator is not required; if determined to be required per Alberta environmental regulations, additional scope and cost would apply","If required, could add $5,000-15,000 for structural provisions (rough order)",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-03_2026-02-27_0854/Assumptions_Log.md
DEL-011-03::A-0012,DEL-011-03,EST_DEL-011-03_2026-02-27_0854,ASM-012,,Fire separation between repair bays and adjacent spaces is not required as additional DEL-011-03 scope,"If required, could add scope for fire-rated construction elements",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-03_2026-02-27_0854/Assumptions_Log.md
DEL-011-04::A-0001,DEL-011-04,EST_DEL-011-04_2026-02-27_0949,ASM-001,,Door quantity assumed at 3 EA (1 main entrance + 2 secondary egress/access doors),"Undercount: insufficient egress; overcount: overestimate by ~$2,500-$2,800 per door",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-04_2026-02-27_0949/Assumptions_Log.md
DEL-011-04::A-0002,DEL-011-04,EST_DEL-011-04_2026-02-27_0949,ASM-002,,At least 1 door requires accessible (barrier-free) configuration,If 0 accessible doors needed: $250 overestimate; if 2+ needed: $250+ underestimate per additional,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-04_2026-02-27_0949/Assumptions_Log.md
DEL-011-04::A-0003,DEL-011-04,EST_DEL-011-04_2026-02-27_0949,ASM-003,,"Hardware set cost estimated at $550/door for industrial-grade set (hinges, closer, lockset, weather stripping, threshold)","If actual hardware is premium grade or includes panic hardware: could be $800-$1,200/door",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-04_2026-02-27_0949/Assumptions_Log.md
DEL-011-04::A-0004,DEL-011-04,EST_DEL-011-04_2026-02-27_0949,ASM-004,,Temporary protection materials estimated at $300 (LS),Low risk; minor line item,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-04_2026-02-27_0949/Assumptions_Log.md
DEL-011-04::A-0005,DEL-011-04,EST_DEL-011-04_2026-02-27_0949,ASM-005,,"Fire-rated door assembly upgrade may be required for 1 door; allowance set at $1,500","If no fire rating needed: $1,500 overestimate. If multiple doors need fire rating: $1,500-$3,000+ per additional door underestimate",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-04_2026-02-27_0949/Assumptions_Log.md
DEL-011-04::A-0006,DEL-011-04,EST_DEL-011-04_2026-02-27_0949,ASM-006,,Door leaf material assumed to be insulated hollow metal steel,If fibreglass or aluminum specified: rate may differ from BE-04,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-04_2026-02-27_0949/Assumptions_Log.md
DEL-011-04::A-0007,DEL-011-04,EST_DEL-011-04_2026-02-27_0949,ASM-007,,"Installation productivity: 4 hrs/door (frame), 3 hrs/door (hanging+hardware), 1.5 hrs/door (caulking)","If doors are oversized, fire-rated, or require complex anchorage: productivity could be 50-100% higher",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-04_2026-02-27_0949/Assumptions_Log.md
DEL-011-05::A-0001,DEL-011-05,EST_DEL-011-05_2026-02-27_0848,ASM-001,,Overhead door is motorized,L-007,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-05_2026-02-27_0848/Assumptions_Log.md
DEL-011-05::A-0002,DEL-011-05,EST_DEL-011-05_2026-02-27_0848,ASM-002,,Overhead door height is 16-20 ft (priced at 24 ft class door),L-007,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-05_2026-02-27_0848/Assumptions_Log.md
DEL-011-05::A-0003,DEL-011-05,EST_DEL-011-05_2026-02-27_0848,ASM-003,,Wall construction material is insulated metal panels,"L-006, L-021, L-014",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-05_2026-02-27_0848/Assumptions_Log.md
DEL-011-05::A-0004,DEL-011-05,EST_DEL-011-05_2026-02-27_0848,ASM-004,,Embedded steel plate quantity is 4 EA,L-005,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-05_2026-02-27_0848/Assumptions_Log.md
DEL-011-05::A-0005,DEL-011-05,EST_DEL-011-05_2026-02-27_0848,ASM-005,,Wash bay floor area is 67 m2 including thickened edges,"L-001, L-003, L-020",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-05_2026-02-27_0848/Assumptions_Log.md
DEL-011-05::A-0006,DEL-011-05,EST_DEL-011-05_2026-02-27_0848,ASM-006,,Rebar density is 30 kg/m2 for heavy-duty slab,L-003,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-05_2026-02-27_0848/Assumptions_Log.md
DEL-011-05::A-0007,DEL-011-05,EST_DEL-011-05_2026-02-27_0848,ASM-007,,Wall effective height is 20 ft average below mezzanine level,"L-006, L-021",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-05_2026-02-27_0848/Assumptions_Log.md
DEL-011-05::A-0008,DEL-011-05,EST_DEL-011-05_2026-02-27_0848,ASM-008,,Gantry is confirmed by Owner and requires structural provisions,L-015,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-05_2026-02-27_0848/Assumptions_Log.md
DEL-011-05::A-0009,DEL-011-05,EST_DEL-011-05_2026-02-27_0848,ASM-009,,Drain sleeves and floor drainage slope are required,"L-011, L-012",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-05_2026-02-27_0848/Assumptions_Log.md
DEL-011-05::A-0010,DEL-011-05,EST_DEL-011-05_2026-02-27_0848,ASM-010,,Construction labour rates are blended carpenter + labourer,"L-021, L-022, L-023",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-05_2026-02-27_0848/Assumptions_Log.md
