LineUID,SnapshotID,IsRerun,LineID,ItemID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
DEL-013-04::L-021,EST_DEL-013-04_2026-02-27_0901,NO,L-021,ITEM-021,CONSTRUCTION_LABOUR,PKG-013,DEL-013-04,Labourer — general support,24,hr,65.1,1562.4,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-08 (Labourer @ 65.1 CAD/hr fully burdened),MEDIUM,24 hr general support during installation phases.
DEL-013-05::DL-001,EST_DEL-013-05_2026-02-27_1055,NO,DL-001,ITM-001,MECHANICAL-EQUIP,PKG-013,DEL-013-05,Welding station exhaust hood (source-capture LEV hood) — supply and install,1,EA,2400.00,2400.00,CAD,ALLOWANCE,Mechanical_System_Rates.csv MS-05 (allocated 30% of $8000 system),LOW,Allocated from MS-05 complete system rate; hood type TBD
DEL-013-05::DL-002,EST_DEL-013-05_2026-02-27_1055,NO,DL-002,ITM-002,MECHANICAL-EQUIP,PKG-013,DEL-013-05,Flexible exhaust ductwork connections — supply and install,1,EA,400.00,400.00,CAD,ALLOWANCE,Mechanical_System_Rates.csv MS-05 (allocated 5% of $8000 system),LOW,Allocated from MS-05 complete system rate
DEL-013-05::DL-003,EST_DEL-013-05_2026-02-27_1055,NO,DL-003,ITM-003,MECHANICAL-EQUIP,PKG-013,DEL-013-05,Rigid ductwork run (galvanized steel) — supply and install,1,LS,800.00,800.00,CAD,ALLOWANCE,Mechanical_System_Rates.csv MS-05 (allocated 10% of $8000 system),LOW,Allocated from MS-05 complete system rate; routing TBD
DEL-013-05::DL-004,EST_DEL-013-05_2026-02-27_1055,NO,DL-004,ITM-004,MECHANICAL-EQUIP,PKG-013,DEL-013-05,Welding fume filtration unit — supply and install,1,EA,2000.00,2000.00,CAD,ALLOWANCE,Mechanical_System_Rates.csv MS-05 (allocated 25% of $8000 system),LOW,Allocated from MS-05 complete system rate; filter type TBD
DEL-013-05::DL-005,EST_DEL-013-05_2026-02-27_1055,NO,DL-005,ITM-005,MECHANICAL-EQUIP,PKG-013,DEL-013-05,Exhaust fan — supply and install,1,EA,1200.00,1200.00,CAD,ALLOWANCE,Mechanical_System_Rates.csv MS-05 (allocated 15% of $8000 system),LOW,Allocated from MS-05 complete system rate; CFM TBD
DEL-013-05::DL-006,EST_DEL-013-05_2026-02-27_1055,NO,DL-006,ITM-006,MECHANICAL-EQUIP,PKG-013,DEL-013-05,Exhaust outlet and stack — supply and install including envelope penetration,1,EA,800.00,800.00,CAD,ALLOWANCE,Mechanical_System_Rates.csv MS-05 (allocated 10% of $8000 system),LOW,Allocated from MS-05 complete system rate; location TBD
DEL-013-05::DL-007,EST_DEL-013-05_2026-02-27_1055,NO,DL-007,ITM-007,MECHANICAL-EQUIP,PKG-013,DEL-013-05,Controls and monitoring (on/off control and status indication),1,EA,240.00,240.00,CAD,ALLOWANCE,Mechanical_System_Rates.csv MS-05 (allocated 3% of $8000 system),LOW,Allocated from MS-05 complete system rate; interlock TBD
DEL-013-05::DL-008,EST_DEL-013-05_2026-02-27_1055,NO,DL-008,ITM-008,MECHANICAL-EQUIP,PKG-013,DEL-013-05,Support structure (ductwork hangers and brackets),1,LS,160.00,160.00,CAD,ALLOWANCE,Mechanical_System_Rates.csv MS-05 (allocated 2% of $8000 system),LOW,Allocated from MS-05 complete system rate
DEL-013-05::DL-009,EST_DEL-013-05_2026-02-27_1055,NO,DL-009,ITM-009,MECHANICAL-EQUIP,PKG-013,DEL-013-05,Spark arrestor (if required per fire/spark evaluation),1,EA,0.00,0.00,CAD,ALLOWANCE,Mechanical_System_Rates.csv MS-05 (contingent item),LOW,Contingent on design engineer evaluation per REQ-013; $0 unless required. If required estimate $200-$500 from MS-05 margin
DEL-013-05::DL-010,EST_DEL-013-05_2026-02-27_1055,NO,DL-010,ITM-010,DESIGN-ENGINEERING,PKG-013,DEL-013-05,Mechanical design engineering — LEV system design (P.Eng. stamped IFC),1,LS,2640.00,2640.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-15 Mechanical Engineer $165/hr x 16 hr,MED,16 hours parametric estimate for single-station LEV design
DEL-013-05::DL-011,EST_DEL-013-05_2026-02-27_1055,NO,DL-011,ITM-011,PERMITTING,PKG-013,DEL-013-05,Safety Code permit application and inspection coordination,1,LS,500.00,500.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-22 Permitting Specialist $125/hr x 4 hr,MED,Effort only; permit fees paid by County per R-01 Section 3.3.1
DEL-013-05::DL-012,EST_DEL-013-05_2026-02-27_1055,NO,DL-012,ITM-012,PROCUREMENT,PKG-013,DEL-013-05,Equipment procurement and submittal review,1,LS,1110.00,1110.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-09 $75/hr x 6 hr + R-15 $165/hr x 4 hr,MED,Document control 6 hr + mechanical engineer review 4 hr
DEL-013-05::DL-013,EST_DEL-013-05_2026-02-27_1055,NO,DL-013,ITM-013,CONSTRUCTION-LABOUR,PKG-013,DEL-013-05,Installation labour — HVAC sheet metal trade,28,hr,91.20,2553.60,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-06 HVAC Sheet Metal $91.20/hr fully burdened x 28 hr,MED,28 hours parametric estimate for single-station LEV installation
DEL-013-05::DL-014,EST_DEL-013-05_2026-02-27_1055,NO,DL-014,ITM-014,COMMISSIONING,PKG-013,DEL-013-05,Testing and commissioning,1,LS,1280.00,1280.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-23 Commissioning Agent $160/hr x 8 hr,MED,8 hours parametric estimate for airflow/capture/balance testing
DEL-013-05::DL-015,EST_DEL-013-05_2026-02-27_1055,NO,DL-015,ITM-015,CLOSEOUT,PKG-013,DEL-013-05,Closeout documentation (as-builts + O&M manual + warranty certs + compliance docs),1,LS,600.00,600.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-09 Document Controller $75/hr x 8 hr,MED,8 hours document compilation and assembly
DEL-013-05::DL-016,EST_DEL-013-05_2026-02-27_1055,NO,DL-016,ITM-016,MANAGEMENT,PKG-013,DEL-013-05,Project management — PM oversight,6,hr,165.00,990.00,CAD,PARAMETRIC,Level_of_Effort.csv DEL-013-05 R-01 6 hr x Professional_Staff_Rates.csv R-01 $165/hr,MED,Per Level_of_Effort.csv allocation
DEL-013-05::DL-017,EST_DEL-013-05_2026-02-27_1055,NO,DL-017,ITM-017,MANAGEMENT,PKG-013,DEL-013-05,Construction project management — field coordination,8,hr,155.00,1240.00,CAD,PARAMETRIC,Level_of_Effort.csv DEL-013-05 R-02 8 hr x Professional_Staff_Rates.csv R-02 $155/hr,MED,Per Level_of_Effort.csv allocation
DEL-013-05::DL-018,EST_DEL-013-05_2026-02-27_1055,NO,DL-018,ITM-018,MANAGEMENT,PKG-013,DEL-013-05,Site superintendent — field supervision,10,hr,145.00,1450.00,CAD,PARAMETRIC,Level_of_Effort.csv DEL-013-05 R-03 10 hr x Professional_Staff_Rates.csv R-03 $145/hr,MED,Per Level_of_Effort.csv allocation
DEL-013-05::DL-019,EST_DEL-013-05_2026-02-27_1055,NO,DL-019,ITM-019,ESTIMATING,PKG-013,DEL-013-05,Cost estimator support,4,hr,135.00,540.00,CAD,PARAMETRIC,Level_of_Effort.csv DEL-013-05 R-08 4 hr x Professional_Staff_Rates.csv R-08 $135/hr,MED,Per Level_of_Effort.csv allocation
DEL-013-05::DL-020,EST_DEL-013-05_2026-02-27_1055,NO,DL-020,ITM-020,QA-QC,PKG-013,DEL-013-05,QA/QC lead — quality oversight,6,hr,135.00,810.00,CAD,PARAMETRIC,Level_of_Effort.csv DEL-013-05 R-06 6 hr x Professional_Staff_Rates.csv R-06 $135/hr,MED,Per Level_of_Effort.csv allocation
DEL-013-05::DL-021,EST_DEL-013-05_2026-02-27_1055,NO,DL-021,ITM-021,HSE,PKG-013,DEL-013-05,HSE manager — safety oversight,4,hr,140.00,560.00,CAD,PARAMETRIC,Level_of_Effort.csv DEL-013-05 R-05 4 hr x Professional_Staff_Rates.csv R-05 $140/hr,MED,Per Level_of_Effort.csv allocation
DEL-013-05::DL-022,EST_DEL-013-05_2026-02-27_1055,NO,DL-022,ITM-022,CONSTRUCTION-LABOUR,PKG-013,DEL-013-05,Photographing concealed work,1,LS,65.10,65.10,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-08 Labourer $65.10/hr x 1 hr,MED,1 hour minor documentation effort
DEL-013-06::L-01,EST_DEL-013-06_2026-02-27_0201,NO,L-01,ITEM-01,Equipment,PKG-013,DEL-013-06,HVLS ceiling fan units — supply (industrial grade; 35 ft ceiling; CSA/UL certified),6,EA,5500.00,33000.00,CAD,PARAMETRIC,Parametric — HVLS fan industry pricing for 35 ft industrial ceiling application; no quote in PRICE_SOURCES,LOW,Fan model/diameter/power TBD; $3500-$8000 range; mid-point $5500; HVLS assumed per Guidance P2
DEL-013-06::L-02,EST_DEL-013-06_2026-02-27_0201,NO,L-02,ITEM-02,Equipment,PKG-013,DEL-013-06,Mounting bracket and downrod assembly (per fan; extended for 35 ft ceiling),6,EA,1100.00,6600.00,CAD,PARAMETRIC,Parametric — HVLS mounting hardware industry pricing; no quote in PRICE_SOURCES,LOW,Downrod length TBD; mounting type TBD per CF-013-06-03; $800-$1500 range
DEL-013-06::L-03,EST_DEL-013-06_2026-02-27_0201,NO,L-03,ITEM-03,Labour,PKG-013,DEL-013-06,Fan installation labour — mechanical contractor (per fan; 8 hrs at 35 ft elevation),6,EA,729.60,4377.60,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-06 HVAC Sheet Metal $91.20/hr x 8 hrs,MED,Elevated work at 35 ft; scaffold/lift required; 8 hrs/fan parametric estimate
DEL-013-06::L-04,EST_DEL-013-06_2026-02-27_0201,NO,L-04,ITEM-04,Labour,PKG-013,DEL-013-06,Electrical connection at fan junction box (per fan; 3 hrs qualified electrician),6,EA,288.00,1728.00,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-04 Electrician $96.00/hr x 3 hrs,MED,Junction box connection only; branch circuit is DEL-015 scope
DEL-013-06::L-05,EST_DEL-013-06_2026-02-27_0201,NO,L-05,ITEM-05,Equipment,PKG-013,DEL-013-06,Speed control switch or panel — supply and install (per fan),6,EA,475.00,2850.00,CAD,PARAMETRIC,Parametric — HVLS speed controller industry pricing; no quote in PRICE_SOURCES,LOW,Control type TBD (wall switch vs. centralized per D-003); $350-$600 range
DEL-013-06::L-06,EST_DEL-013-06_2026-02-27_0201,NO,L-06,ITEM-06,Design,PKG-013,DEL-013-06,Mechanical engineering — fan selection and layout design (24 hrs),1,LS,3960.00,3960.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-15 Mechanical Engineer $165/hr x 24 hrs,MED,Submittal prep; fan position layout; coordination with structural/electrical
DEL-013-06::L-07,EST_DEL-013-06_2026-02-27_0201,NO,L-07,ITEM-07,Design,PKG-013,DEL-013-06,Structural engineer review — ceiling attachment load verification (8 hrs),1,LS,1360.00,1360.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-14 Structural Engineer $170/hr x 8 hrs,MED,6 attachment points; load calcs; stamped drawing (HOLD POINT F-003)
DEL-013-06::L-08,EST_DEL-013-06_2026-02-27_0201,NO,L-08,ITEM-08,Design,PKG-013,DEL-013-06,Electrical coordination — DEL-015 interface (4 hrs ME + 4 hrs EE),1,LS,1320.00,1320.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-15 $165/hr x 4 hrs + R-16 $165/hr x 4 hrs,MED,Junction box locations; control wiring routing; voltage confirmation
DEL-013-06::L-09,EST_DEL-013-06_2026-02-27_0201,NO,L-09,ITEM-09,Commissioning,PKG-013,DEL-013-06,Commissioning and balancing — all 6 fans (16 hrs Cx agent + 16 hrs HVAC tech),1,LS,4019.20,4019.20,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-23 $160/hr x 16 hrs + Construction_Labour_Rates.csv T-06 $91.20/hr x 16 hrs,MED,Speed/direction/vibration/noise/HVAC integration/crane clearance testing
DEL-013-06::L-10,EST_DEL-013-06_2026-02-27_0201,NO,L-10,ITEM-10,Permits,PKG-013,DEL-013-06,Safety code permits and inspections (electrical + mechanical),1,LS,1000.00,1000.00,CAD,PARAMETRIC,Parametric — Alberta Safety Code permit fees; no source in PRICE_SOURCES,LOW,Electrical permit required; mechanical permit TBD per C-002; $500/permit assumed
DEL-013-06::L-11,EST_DEL-013-06_2026-02-27_0201,NO,L-11,ITEM-11,Documentation,PKG-013,DEL-013-06,Documentation and handover (16 hrs doc control + 8 hrs HVAC tech),1,LS,1929.60,1929.60,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-09 $75/hr x 16 hrs + Construction_Labour_Rates.csv T-06 $91.20/hr x 8 hrs,MED,As-built drawings; O&M manuals; commissioning report; close-out package
DEL-013-06::L-12,EST_DEL-013-06_2026-02-27_0201,NO,L-12,ITEM-12,Equipment,PKG-013,DEL-013-06,Scaffolding / aerial lift rental for 35 ft ceiling access (5 days),1,LS,2500.00,2500.00,CAD,PARAMETRIC,Parametric — boom lift rental for 35 ft industrial application; no source in PRICE_SOURCES,LOW,5 days x $500/day; covers installation + commissioning phases
DEL-013-06::L-13,EST_DEL-013-06_2026-02-27_0201,NO,L-13,ITEM-13,Management,PKG-013,DEL-013-06,Project management and supervision LOE,1,LS,5590.00,5590.00,CAD,PARAMETRIC,Level_of_Effort.csv DEL-013-06 rows + Professional_Staff_Rates.csv rates,HIGH,R-01 6h@$165 + R-02 8h@$155 + R-03 10h@$145 + R-08 4h@$135 + R-06 6h@$135 + R-05 4h@$140
DEL-014-01::DET-001,EST_DEL-014-01_2026-02-27_0201,NO,DET-001,ITM-001,MATERIAL,PKG-014,DEL-014-01,"50,000L cistern vessel — supply and set",1,EA,65000,65000,CAD,ALLOWANCE,Underground_Utility_Rates.csv > UU-05,LOW,"Allowance range $42,000-$95,000; recommended $65,000; tank type/material TBD"
DEL-014-01::DET-002,EST_DEL-014-01_2026-02-27_0201,NO,DET-002,ITM-002,MATERIAL,PKG-014,DEL-014-01,Distribution pump — supply and install (100 LPM min),1,EA,8500,8500,CAD,PARAMETRIC,Parametric estimate based on industrial water pump sizing,LOW,"Pump type TBD; parametric estimate for centrifugal pump 100 LPM class including motor, base, connections"
DEL-014-01::DET-003,EST_DEL-014-01_2026-02-27_0201,NO,DET-003,ITM-003,MATERIAL,PKG-014,DEL-014-01,Distribution piping — cistern to service points,1,LS,12000,12000,CAD,PARAMETRIC,Parametric estimate based on ~60m piping at $130/m (UU-01 adapted for interior) + fittings,LOW,Pipe material TBD; assumes ~60m of 1-2 inch interior distribution pipe plus fittings; adapted from UU-01 rate with interior multiplier reduction
DEL-014-01::DET-004,EST_DEL-014-01_2026-02-27_0201,NO,DET-004,ITM-004,MATERIAL,PKG-014,DEL-014-01,"Pipe supports, hangers, valves, and appurtenances",1,LS,4500,4500,CAD,PARAMETRIC,Parametric allowance ~35% of piping material cost,LOW,Quantity depends on IFC design; parametric factor applied
DEL-014-01::DET-005,EST_DEL-014-01_2026-02-27_0201,NO,DET-005,ITM-005,MATERIAL,PKG-014,DEL-014-01,2.5-inch cistern filling connection,1,EA,750,750,CAD,PARAMETRIC,Parametric estimate for 2.5 inch coupling/connection assembly,MED,Coupling type TBD; assumes standard cam-lock or threaded fitting
DEL-014-01::DET-006,EST_DEL-014-01_2026-02-27_0201,NO,DET-006,ITM-006,MATERIAL,PKG-014,DEL-014-01,Backflow prevention device(s),1,LS,1800,1800,CAD,PARAMETRIC,Parametric estimate for reduced pressure zone backflow preventer,MED,Device type TBD; standard RPZ for 2-2.5 inch service water
DEL-014-01::DET-007,EST_DEL-014-01_2026-02-27_0201,NO,DET-007,ITM-007,MATERIAL,PKG-014,DEL-014-01,"Cistern overflow provision (overflow pipe, high-level alarm, or both)",1,LS,2500,2500,CAD,PARAMETRIC,Parametric allowance for overflow piping + high-level float alarm,LOW,Specific mechanism TBD
DEL-014-01::DET-008,EST_DEL-014-01_2026-02-27_0201,NO,DET-008,ITM-008,MATERIAL,PKG-014,DEL-014-01,Freeze protection — insulation and/or heat trace,1,LS,5000,5000,CAD,PARAMETRIC,Parametric allowance for pipe insulation + heat trace on exposed runs,LOW,Method TBD; assumes combination of fiberglass insulation and self-regulating heat trace on ~40m of vulnerable piping
DEL-014-01::DET-009,EST_DEL-014-01_2026-02-27_0201,NO,DET-009,ITM-009,VERIFICATION,PKG-014,DEL-014-01,Pressure testing of distribution piping,1,LS,1200,1200,CAD,PARAMETRIC,Parametric: ~8 hr plumber + test equipment rental,MED,Standard plumbing pressure test
DEL-014-01::DET-010,EST_DEL-014-01_2026-02-27_0201,NO,DET-010,ITM-010,PERMIT,PKG-014,DEL-014-01,Plumbing permit — Alberta Safety Code,1,LS,1500,1500,CAD,PARAMETRIC,Parametric estimate for Alberta plumbing permit fee for industrial facility,MED,Actual permit fee subject to local authority
DEL-014-01::DET-011,EST_DEL-014-01_2026-02-27_0201,NO,DET-011,ITM-011,COMMISSIONING,PKG-014,DEL-014-01,"Commissioning — fill test, pump test, distribution verification, overflow test",1,LS,2500,2500,CAD,PARAMETRIC,Parametric: ~16 hr plumber + 8 hr commissioning agent coordination,MED,Coordination with DEL-020-01
DEL-014-01::DET-012,EST_DEL-014-01_2026-02-27_0201,NO,DET-012,ITM-012,CLOSEOUT,PKG-014,DEL-014-01,As-built drawings and O&M documentation,1,LS,2000,2000,CAD,PARAMETRIC,Parametric: ~16 hr drafting/compilation effort,MED,Standard closeout deliverable
DEL-014-01::DET-013,EST_DEL-014-01_2026-02-27_0201,NO,DET-013,ITM-013,VERIFICATION,PKG-014,DEL-014-01,Pre-CCC deficiency inspection,1,LS,1000,1000,CAD,PARAMETRIC,Parametric: ~8 hr QA/inspection effort,MED,Standard practice for CCC handover
DEL-014-01::DET-014,EST_DEL-014-01_2026-02-27_0201,NO,DET-014,ITM-014,VERIFICATION,PKG-014,DEL-014-01,Flushing and disinfection of distribution piping,1,LS,800,800,CAD,PARAMETRIC,Parametric: ~8 hr plumber labour for flush; disinfection scope TBD,MED,"If potable classification, disinfection cost may increase"
DEL-014-01::DET-015,EST_DEL-014-01_2026-02-27_0201,NO,DET-015,ITM-015,LABOUR_MGMT,PKG-014,DEL-014-01,Project management — PM allocation,6,hr,165,990,CAD,PARAMETRIC,Professional_Staff_Rates.csv > R-01 + Level_of_Effort.csv > DEL-014-01,MED,6 hr at $165/hr
DEL-014-01::DET-016,EST_DEL-014-01_2026-02-27_0201,NO,DET-016,ITM-016,LABOUR_MGMT,PKG-014,DEL-014-01,Construction project management — CPM allocation,8,hr,155,1240,CAD,PARAMETRIC,Professional_Staff_Rates.csv > R-02 + Level_of_Effort.csv > DEL-014-01,MED,8 hr at $155/hr
DEL-014-01::DET-017,EST_DEL-014-01_2026-02-27_0201,NO,DET-017,ITM-017,LABOUR_MGMT,PKG-014,DEL-014-01,Site superintendent — allocation,10,hr,145,1450,CAD,PARAMETRIC,Professional_Staff_Rates.csv > R-03 + Level_of_Effort.csv > DEL-014-01,MED,10 hr at $145/hr
DEL-014-01::DET-018,EST_DEL-014-01_2026-02-27_0201,NO,DET-018,ITM-018,LABOUR_MGMT,PKG-014,DEL-014-01,Cost estimator — allocation,4,hr,135,540,CAD,PARAMETRIC,Professional_Staff_Rates.csv > R-08 + Level_of_Effort.csv > DEL-014-01,MED,4 hr at $135/hr
DEL-014-01::DET-019,EST_DEL-014-01_2026-02-27_0201,NO,DET-019,ITM-019,LABOUR_MGMT,PKG-014,DEL-014-01,QA/QC lead — allocation,6,hr,135,810,CAD,PARAMETRIC,Professional_Staff_Rates.csv > R-06 + Level_of_Effort.csv > DEL-014-01,MED,6 hr at $135/hr
DEL-014-01::DET-020,EST_DEL-014-01_2026-02-27_0201,NO,DET-020,ITM-020,LABOUR_MGMT,PKG-014,DEL-014-01,HSE manager — allocation,4,hr,140,560,CAD,PARAMETRIC,Professional_Staff_Rates.csv > R-05 + Level_of_Effort.csv > DEL-014-01,MED,4 hr at $140/hr
DEL-014-01::DET-021,EST_DEL-014-01_2026-02-27_0201,NO,DET-021,ITM-021,LABOUR_TRADE,PKG-014,DEL-014-01,Plumber labour — cistern installation and piping rough-in,80,hr,92.80,7424,CAD,PARAMETRIC,Construction_Labour_Rates.csv > T-05 (fully burdened),MED,Parametric: ~2 plumbers x 5 days; rate $92.80/hr
DEL-014-01::DET-022,EST_DEL-014-01_2026-02-27_0201,NO,DET-022,ITM-022,LABOUR_TRADE,PKG-014,DEL-014-01,Plumber labour — testing and commissioning,16,hr,92.80,1484.80,CAD,PARAMETRIC,Construction_Labour_Rates.csv > T-05 (fully burdened),MED,Parametric: 2 plumbers x 1 day
DEL-014-02::L-001,EST_DEL-014-02_2026-02-27_0600,NO,L-001,ITEM-001,PLUMBING-MATERIAL,PKG-014,DEL-014-02,"Supply and set new 2,000 US gal septic holding tank",1,EA,29000.00,29000.00,CAD,PARAMETRIC,Underground_Utility_Rates.csv — UU-04 (RecommendedRate),LOW,Allowance-grade rate from UU-04; actual price depends on tank material selection (TBD per DEL-006-05)
DEL-014-02::L-002,EST_DEL-014-02_2026-02-27_0600,NO,L-002,ITEM-002,PLUMBING-MATERIAL,PKG-014,DEL-014-02,Underground sanitary line — building drainage to holding tank (installed),15,m,160.00,2400.00,CAD,PARAMETRIC,Underground_Utility_Rates.csv — UU-02 (RecommendedRate),MED,Run length 15 m is parametric assumption; actual length TBD per IFC drawings
DEL-014-02::L-003,EST_DEL-014-02_2026-02-27_0600,NO,L-003,ITEM-003,PLUMBING-DEMOLITION,PKG-014,DEL-014-02,Existing septic tank removal — pump-out and disposal of contents,1,LS,3500.00,3500.00,CAD,PARAMETRIC,PARAMETRIC estimate — vacuum truck mobilization + pump-out + disposal; Decision_Log.md DEC-003,LOW,Parametric allowance; actual cost depends on tank size and contents (both TBD)
DEL-014-02::L-004,EST_DEL-014-02_2026-02-27_0600,NO,L-004,ITEM-004,PLUMBING-DEMOLITION,PKG-014,DEL-014-02,Existing septic tank removal — excavation and tank extraction,1,LS,5500.00,5500.00,CAD,PARAMETRIC,PARAMETRIC estimate — excavation (Equipment_Operator 8 hr @ $88/hr = $704) + labourer (8 hr @ $65.10 = $520.80) + disposal + equipment; Decision_Log.md DEC-003,LOW,Parametric estimate; existing tank size/material/location TBD per Datasheet [B-002]
DEL-014-02::L-005,EST_DEL-014-02_2026-02-27_0600,NO,L-005,ITEM-005,PLUMBING-SITEWORK,PKG-014,DEL-014-02,New tank excavation and bedding preparation,1,LS,4200.00,4200.00,CAD,PARAMETRIC,PARAMETRIC estimate — excavator + operator (8 hr @ $88/hr = $704) + labourer (8 hr @ $65.10 = $520.80) + bedding material + compaction; Decision_Log.md DEC-004,MED,Parametric estimate based on typical holding tank excavation for 2000 US gal tank
DEL-014-02::L-006,EST_DEL-014-02_2026-02-27_0600,NO,L-006,ITEM-006,PLUMBING-SITEWORK,PKG-014,DEL-014-02,Backfill and compaction — new tank installation,1,LS,2800.00,2800.00,CAD,PARAMETRIC,PARAMETRIC estimate — backfill material + operator (4 hr @ $88/hr) + labourer (4 hr @ $65.10) + compaction testing; Decision_Log.md DEC-004,MED,Compaction testing cost included; geotech requirements TBD
DEL-014-02::L-007,EST_DEL-014-02_2026-02-27_0600,NO,L-007,ITEM-007,PLUMBING-TESTING,PKG-014,DEL-014-02,Leak/pressure testing and commissioning,1,LS,1800.00,1800.00,CAD,PARAMETRIC,PARAMETRIC estimate — plumber (4 hr @ $92.80) + test equipment + documentation; Decision_Log.md DEC-005,MED,Hydrostatic test assumed; test parameters TBD per Plumbing Engineer of Record
DEL-014-02::L-008,EST_DEL-014-02_2026-02-27_0600,NO,L-008,ITEM-008,PLUMBING-SITEWORK,PKG-014,DEL-014-02,Surface restoration — new tank and existing tank excavation areas,1,LS,1500.00,1500.00,CAD,PARAMETRIC,PARAMETRIC estimate — grading and restoration; Decision_Log.md DEC-004,MED,Restore disturbed surfaces to match surrounding conditions
DEL-014-02::L-009,EST_DEL-014-02_2026-02-27_0600,NO,L-009,ITEM-009,PLUMBING-MATERIAL,PKG-014,DEL-014-02,Access manway and riser installation,1,LS,2200.00,2200.00,CAD,PARAMETRIC,PARAMETRIC estimate — manway assembly + riser + cover + plumber labour (4 hr @ $92.80); Decision_Log.md DEC-006,MED,Standard holding tank access manway to grade for pump-out access
DEL-014-02::L-010,EST_DEL-014-02_2026-02-27_0600,NO,L-010,ITEM-010,PLUMBING-ELECTRICAL,PKG-014,DEL-014-02,High-level alarm system (if code-required),1,LS,2500.00,2500.00,CAD,ALLOWANCE,ALLOWANCE — provisional pending Alberta Safety Codes confirmation [B-004]; Assumptions_Log.md ASM-005,LOW,TBD — may not be required; provisional allowance pending code review
DEL-014-02::L-011,EST_DEL-014-02_2026-02-27_0600,NO,L-011,ITEM-011,PROFESSIONAL-MGMT,PKG-014,DEL-014-02,Professional staff — Project Manager,6,hr,165.00,990.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv — R-01 ($165/hr); Level_of_Effort.csv — DEL-014-02 (6 hr),MED,
DEL-014-02::L-012,EST_DEL-014-02_2026-02-27_0600,NO,L-012,ITEM-012,PROFESSIONAL-MGMT,PKG-014,DEL-014-02,Professional staff — Construction Project Manager,8,hr,155.00,1240.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv — R-02 ($155/hr); Level_of_Effort.csv — DEL-014-02 (8 hr),MED,
DEL-014-02::L-013,EST_DEL-014-02_2026-02-27_0600,NO,L-013,ITEM-013,PROFESSIONAL-FIELD,PKG-014,DEL-014-02,Professional staff — Site Superintendent,10,hr,145.00,1450.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv — R-03 ($145/hr); Level_of_Effort.csv — DEL-014-02 (10 hr),MED,
DEL-014-02::L-014,EST_DEL-014-02_2026-02-27_0600,NO,L-014,ITEM-014,PROFESSIONAL-MGMT,PKG-014,DEL-014-02,Professional staff — Cost Estimator,4,hr,135.00,540.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv — R-08 ($135/hr); Level_of_Effort.csv — DEL-014-02 (4 hr),MED,
DEL-014-02::L-015,EST_DEL-014-02_2026-02-27_0600,NO,L-015,ITEM-015,PROFESSIONAL-QA,PKG-014,DEL-014-02,Professional staff — QA/QC Lead,6,hr,135.00,810.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv — R-06 ($135/hr); Level_of_Effort.csv — DEL-014-02 (6 hr),MED,
DEL-014-02::L-016,EST_DEL-014-02_2026-02-27_0600,NO,L-016,ITEM-016,PROFESSIONAL-HSE,PKG-014,DEL-014-02,Professional staff — HSE Manager,4,hr,140.00,560.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv — R-05 ($140/hr); Level_of_Effort.csv — DEL-014-02 (4 hr),MED,
DEL-014-02::L-017,EST_DEL-014-02_2026-02-27_0600,NO,L-017,ITEM-017,CONSTRUCTION-LABOUR,PKG-014,DEL-014-02,Plumber labour — tank installation and connections,24,hr,92.80,2227.20,CAD,PARAMETRIC,Construction_Labour_Rates.csv — T-05 Plumber (FullyBurdenedRate $92.80/hr); Assumptions_Log.md ASM-003,MED,Parametric: 24 hr covers setting + piping + connections + misc
DEL-014-02::L-018,EST_DEL-014-02_2026-02-27_0600,NO,L-018,ITEM-018,CONSTRUCTION-LABOUR,PKG-014,DEL-014-02,Equipment operator labour — excavation and backfill,16,hr,88.00,1408.00,CAD,PARAMETRIC,Construction_Labour_Rates.csv — T-07 Equipment Operator (FullyBurdenedRate $88.00/hr); Assumptions_Log.md ASM-004,MED,Parametric: 16 hr covers both existing removal and new installation excavation/backfill
