RiskUID,FromDeliverableID,SnapshotID,RiskID,Category,Description,Severity,Status,SourcePath
DEL-021-01::R-0173,DEL-021-01,EST_DEL-021-01_2026-02-27_0532,,,Bid bond premium estimated parametrically at LOW confidence; no explicit bid bond premium in Fees_Permits_Insurance.csv. Actual premium depends on surety underwriting and final bid amount.,MEDIUM,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-021-01_2026-02-27_0532/QA_Report.md
DEL-021-01::R-0174,DEL-021-01,EST_DEL-021-01_2026-02-27_0532,,,Courier delivery cost estimated parametrically at LOW confidence; no source pricing available.,LOW,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-021-01_2026-02-27_0532/QA_Report.md
DEL-021-01::R-0175,DEL-021-01,EST_DEL-021-01_2026-02-27_0532,,,"Labour hours sourced from Level_of_Effort.csv show ""PKG-021 TBD — TBD"" in Notes column, indicating the LoE model may not have been fully validated for this package. Hours are accepted as-is per the parametric model.",INFO,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-021-01_2026-02-27_0532/QA_Report.md
DEL-021-02::R-0176,DEL-021-02,EST_DEL-021-02_2026-02-27_0540,,,Contract price is TBD — bond face amounts (50% each) cannot be verified; bond premium allowances are parametric estimates dependent on actual contract value,HIGH,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-021-02_2026-02-27_0540/QA_Report.md
DEL-021-02::R-0177,DEL-021-02,EST_DEL-021-02_2026-02-27_0540,,,"Bond premium ranges are wide: Performance $12K–$35K, Payment $9K–$28K. Combined total could vary from $21K to $63K vs. recommended $39K",MEDIUM,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-021-02_2026-02-27_0540/QA_Report.md
DEL-021-02::R-0178,DEL-021-02,EST_DEL-021-02_2026-02-27_0540,,,All labour hours are parametric allocations from Level_of_Effort.csv with MEDIUM confidence,LOW,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-021-02_2026-02-27_0540/QA_Report.md
DEL-021-02::R-0179,DEL-021-02,EST_DEL-021-02_2026-02-27_0540,,,"Surety company fees beyond premium (e.g., administrative fees, rider fees) are not separately itemized — assumed included in premium allowances",LOW,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-021-02_2026-02-27_0540/QA_Report.md
DEL-021-03::R-0180,DEL-021-03,EST_DEL-021-03_2026-02-28_0801,,,"Builders risk ($14,000) may not be required per RFP S4.2; depends on CCDC 14-2013 review",MODERATE,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-021-03_2026-02-28_0801/QA_Report.md
DEL-021-03::R-0181,DEL-021-03,EST_DEL-021-03_2026-02-28_0801,,,"Insurance premiums are contract-value-dependent; parametric ranges are wide (e.g., WCB $15,000-$45,000; E&O $12,000-$25,000)",MODERATE,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-021-03_2026-02-28_0801/QA_Report.md
DEL-021-03::R-0182,DEL-021-03,EST_DEL-021-03_2026-02-28_0801,,,"3 of 5 insurance premium lines are LOW confidence; actual premiums will depend on final contract value, payroll, and claims history",MODERATE,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-021-03_2026-02-28_0801/QA_Report.md
DEL-021-03::R-0183,DEL-021-03,EST_DEL-021-03_2026-02-28_0801,,,E&O tail coverage cost not included; may be needed for 2-year guarantee period,LOW,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-021-03_2026-02-28_0801/QA_Report.md
DEL-021-03::R-0184,DEL-021-03,EST_DEL-021-03_2026-02-28_0801,,,Subcontractor insurance costs excluded; assumes individual subcontractor responsibility,LOW,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-021-03_2026-02-28_0801/QA_Report.md
DEL-021-03::R-0185,DEL-021-03,EST_DEL-021-03_2026-02-28_0801,,,Broker fees assumed included in premium amounts; no separate line item,LOW,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-021-03_2026-02-28_0801/QA_Report.md
DEL-021-04::R-0186,DEL-021-04,EST_DEL-021-04_2026-02-28_0802,,,Contract administration procedures document preparation,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-021-04_2026-02-28_0802/QA_Report.md
DEL-021-04::R-0187,DEL-021-04,EST_DEL-021-04_2026-02-28_0802,,,"Legal counsel review fee ($5,000) is a parametric allowance — no legal rate data in price sources; actual cost depends on counsel selection and contract complexity",MODERATE,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-021-04_2026-02-28_0802/QA_Report.md
DEL-021-04::R-0188,DEL-021-04,EST_DEL-021-04_2026-02-28_0802,,,CCDC 14-2013 form purchase ($500) is a parametric estimate — actual cost depends on format and vendor,LOW,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-021-04_2026-02-28_0802/QA_Report.md
DEL-021-04::R-0189,DEL-021-04,EST_DEL-021-04_2026-02-28_0802,,,"Foundation price negotiation (Procedure Step 6) is deferred and not costed — additional PM, legal, and estimating effort will be needed when geotechnical report is received",MODERATE,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-021-04_2026-02-28_0802/QA_Report.md
DEL-021-04::R-0190,DEL-021-04,EST_DEL-021-04_2026-02-28_0802,,,"Supplementary Conditions negotiation effort not separately costed — if modifications to CCDC 14-2013 are needed, additional legal and PM time may be required",LOW,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-021-04_2026-02-28_0802/QA_Report.md
DEL-021-04::R-0191,DEL-021-04,EST_DEL-021-04_2026-02-28_0802,,,Execution meeting and distribution costs are nominal parametric allowances ($500 + $300) — may understate actual costs if travel or extensive distribution is required,LOW,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-021-04_2026-02-28_0802/QA_Report.md
