Execution,DeliverableID,DeliverableName,RoleID,Role,EstimatedHours,Basis,Notes
AB-2026-01424-WDMLRL-2026-Claude,DEL-013-03,Forced-Air Makeup System - Context,R-06,QA/QC Lead,6,PARAMETRIC,PKG-013 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-013-03,Forced-Air Makeup System - Context,R-05,HSE Manager,4,PARAMETRIC,PKG-013 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-013-04,Heavy Equipment Exhaust System - Context,R-01,Project Manager,6,PARAMETRIC,PKG-013 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-013-04,Heavy Equipment Exhaust System - Context,R-02,Construction Project Manager,8,PARAMETRIC,PKG-013 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-013-04,Heavy Equipment Exhaust System - Context,R-03,Site Superintendent,10,PARAMETRIC,PKG-013 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-013-04,Heavy Equipment Exhaust System - Context,R-08,Cost Estimator,4,PARAMETRIC,PKG-013 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-013-04,Heavy Equipment Exhaust System - Context,R-06,QA/QC Lead,6,PARAMETRIC,PKG-013 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-013-04,Heavy Equipment Exhaust System - Context,R-05,HSE Manager,4,PARAMETRIC,PKG-013 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-013-05,Welding Station Exhaust System - Context,R-01,Project Manager,6,PARAMETRIC,PKG-013 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-013-05,Welding Station Exhaust System - Context,R-02,Construction Project Manager,8,PARAMETRIC,PKG-013 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-013-05,Welding Station Exhaust System - Context,R-03,Site Superintendent,10,PARAMETRIC,PKG-013 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-013-05,Welding Station Exhaust System - Context,R-08,Cost Estimator,4,PARAMETRIC,PKG-013 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-013-05,Welding Station Exhaust System - Context,R-06,QA/QC Lead,6,PARAMETRIC,PKG-013 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-013-05,Welding Station Exhaust System - Context,R-05,HSE Manager,4,PARAMETRIC,PKG-013 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-013-06,Ceiling Fans - Context,R-01,Project Manager,6,PARAMETRIC,PKG-013 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-013-06,Ceiling Fans - Context,R-02,Construction Project Manager,8,PARAMETRIC,PKG-013 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-013-06,Ceiling Fans - Context,R-03,Site Superintendent,10,PARAMETRIC,PKG-013 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-013-06,Ceiling Fans - Context,R-08,Cost Estimator,4,PARAMETRIC,PKG-013 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-013-06,Ceiling Fans - Context,R-06,QA/QC Lead,6,PARAMETRIC,PKG-013 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-013-06,Ceiling Fans - Context,R-05,HSE Manager,4,PARAMETRIC,PKG-013 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-014-01,Cistern,R-01,Project Manager,6,PARAMETRIC,PKG-014 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-014-01,Cistern,R-02,Construction Project Manager,8,PARAMETRIC,PKG-014 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-014-01,Cistern,R-03,Site Superintendent,10,PARAMETRIC,PKG-014 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-014-01,Cistern,R-08,Cost Estimator,4,PARAMETRIC,PKG-014 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-014-01,Cistern,R-06,QA/QC Lead,6,PARAMETRIC,PKG-014 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-014-01,Cistern,R-05,HSE Manager,4,PARAMETRIC,PKG-014 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-014-02,Septic,R-01,Project Manager,6,PARAMETRIC,PKG-014 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-014-02,Septic,R-02,Construction Project Manager,8,PARAMETRIC,PKG-014 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-014-02,Septic,R-03,Site Superintendent,10,PARAMETRIC,PKG-014 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-014-02,Septic,R-08,Cost Estimator,4,PARAMETRIC,PKG-014 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-014-02,Septic,R-06,QA/QC Lead,6,PARAMETRIC,PKG-014 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-014-02,Septic,R-05,HSE Manager,4,PARAMETRIC,PKG-014 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-014-03,Bulk Water,R-01,Project Manager,6,PARAMETRIC,PKG-014 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-014-03,Bulk Water,R-02,Construction Project Manager,8,PARAMETRIC,PKG-014 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-014-03,Bulk Water,R-03,Site Superintendent,10,PARAMETRIC,PKG-014 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-014-03,Bulk Water,R-08,Cost Estimator,4,PARAMETRIC,PKG-014 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-014-03,Bulk Water,R-06,QA/QC Lead,6,PARAMETRIC,PKG-014 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-014-03,Bulk Water,R-05,HSE Manager,4,PARAMETRIC,PKG-014 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-014-04,Floor Drains,R-01,Project Manager,6,PARAMETRIC,PKG-014 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-014-04,Floor Drains,R-02,Construction Project Manager,8,PARAMETRIC,PKG-014 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-014-04,Floor Drains,R-03,Site Superintendent,10,PARAMETRIC,PKG-014 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-014-04,Floor Drains,R-08,Cost Estimator,4,PARAMETRIC,PKG-014 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-014-04,Floor Drains,R-06,QA/QC Lead,6,PARAMETRIC,PKG-014 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-014-04,Floor Drains,R-05,HSE Manager,4,PARAMETRIC,PKG-014 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-014-05,Emergency Shower,R-01,Project Manager,6,PARAMETRIC,PKG-014 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-014-05,Emergency Shower,R-02,Construction Project Manager,8,PARAMETRIC,PKG-014 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-014-05,Emergency Shower,R-03,Site Superintendent,10,PARAMETRIC,PKG-014 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-014-05,Emergency Shower,R-08,Cost Estimator,4,PARAMETRIC,PKG-014 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-014-05,Emergency Shower,R-06,QA/QC Lead,6,PARAMETRIC,PKG-014 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-014-05,Emergency Shower,R-05,HSE Manager,4,PARAMETRIC,PKG-014 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-014-06,Fixtures,R-01,Project Manager,6,PARAMETRIC,PKG-014 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-014-06,Fixtures,R-02,Construction Project Manager,8,PARAMETRIC,PKG-014 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-014-06,Fixtures,R-03,Site Superintendent,10,PARAMETRIC,PKG-014 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-014-06,Fixtures,R-08,Cost Estimator,4,PARAMETRIC,PKG-014 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-014-06,Fixtures,R-06,QA/QC Lead,6,PARAMETRIC,PKG-014 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-014-06,Fixtures,R-05,HSE Manager,4,PARAMETRIC,PKG-014 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-015-01,Power Service,R-01,Project Manager,6,PARAMETRIC,PKG-015 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-015-01,Power Service,R-02,Construction Project Manager,8,PARAMETRIC,PKG-015 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-015-01,Power Service,R-03,Site Superintendent,10,PARAMETRIC,PKG-015 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-015-01,Power Service,R-08,Cost Estimator,4,PARAMETRIC,PKG-015 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-015-01,Power Service,R-06,QA/QC Lead,6,PARAMETRIC,PKG-015 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-015-01,Power Service,R-05,HSE Manager,4,PARAMETRIC,PKG-015 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-015-02,Lighting,R-01,Project Manager,6,PARAMETRIC,PKG-015 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-015-02,Lighting,R-02,Construction Project Manager,8,PARAMETRIC,PKG-015 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-015-02,Lighting,R-03,Site Superintendent,10,PARAMETRIC,PKG-015 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-015-02,Lighting,R-08,Cost Estimator,4,PARAMETRIC,PKG-015 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-015-02,Lighting,R-06,QA/QC Lead,6,PARAMETRIC,PKG-015 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-015-02,Lighting,R-05,HSE Manager,4,PARAMETRIC,PKG-015 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-015-03,Receptacles,R-01,Project Manager,6,PARAMETRIC,PKG-015 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-015-03,Receptacles,R-02,Construction Project Manager,8,PARAMETRIC,PKG-015 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-015-03,Receptacles,R-03,Site Superintendent,10,PARAMETRIC,PKG-015 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-015-03,Receptacles,R-08,Cost Estimator,4,PARAMETRIC,PKG-015 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-015-03,Receptacles,R-06,QA/QC Lead,6,PARAMETRIC,PKG-015 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-015-03,Receptacles,R-05,HSE Manager,4,PARAMETRIC,PKG-015 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-015-04,Equipment Power,R-01,Project Manager,6,PARAMETRIC,PKG-015 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-015-04,Equipment Power,R-02,Construction Project Manager,8,PARAMETRIC,PKG-015 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-015-04,Equipment Power,R-03,Site Superintendent,10,PARAMETRIC,PKG-015 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-015-04,Equipment Power,R-08,Cost Estimator,4,PARAMETRIC,PKG-015 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-015-04,Equipment Power,R-06,QA/QC Lead,6,PARAMETRIC,PKG-015 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-015-04,Equipment Power,R-05,HSE Manager,4,PARAMETRIC,PKG-015 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-015-05,Low Voltage,R-01,Project Manager,6,PARAMETRIC,PKG-015 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-015-05,Low Voltage,R-02,Construction Project Manager,8,PARAMETRIC,PKG-015 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-015-05,Low Voltage,R-03,Site Superintendent,10,PARAMETRIC,PKG-015 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-015-05,Low Voltage,R-08,Cost Estimator,4,PARAMETRIC,PKG-015 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-015-05,Low Voltage,R-06,QA/QC Lead,6,PARAMETRIC,PKG-015 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-015-05,Low Voltage,R-05,HSE Manager,4,PARAMETRIC,PKG-015 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-016-01,Overhead Cranes,R-01,Project Manager,6,PARAMETRIC,PKG-016 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-016-01,Overhead Cranes,R-02,Construction Project Manager,8,PARAMETRIC,PKG-016 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-016-01,Overhead Cranes,R-03,Site Superintendent,10,PARAMETRIC,PKG-016 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-016-01,Overhead Cranes,R-08,Cost Estimator,4,PARAMETRIC,PKG-016 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-016-01,Overhead Cranes,R-06,QA/QC Lead,6,PARAMETRIC,PKG-016 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-016-01,Overhead Cranes,R-05,HSE Manager,4,PARAMETRIC,PKG-016 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-017-01,Kitchenette Reno,R-01,Project Manager,6,PARAMETRIC,PKG-017 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-017-01,Kitchenette Reno,R-02,Construction Project Manager,8,PARAMETRIC,PKG-017 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-017-01,Kitchenette Reno,R-03,Site Superintendent,10,PARAMETRIC,PKG-017 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-017-01,Kitchenette Reno,R-08,Cost Estimator,4,PARAMETRIC,PKG-017 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-017-01,Kitchenette Reno,R-06,QA/QC Lead,6,PARAMETRIC,PKG-017 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-017-01,Kitchenette Reno,R-05,HSE Manager,4,PARAMETRIC,PKG-017 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-017-02,Mezzanine Reno,R-01,Project Manager,6,PARAMETRIC,PKG-017 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-017-02,Mezzanine Reno,R-02,Construction Project Manager,8,PARAMETRIC,PKG-017 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-017-02,Mezzanine Reno,R-03,Site Superintendent,10,PARAMETRIC,PKG-017 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-017-02,Mezzanine Reno,R-08,Cost Estimator,4,PARAMETRIC,PKG-017 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-017-02,Mezzanine Reno,R-06,QA/QC Lead,6,PARAMETRIC,PKG-017 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-017-02,Mezzanine Reno,R-05,HSE Manager,4,PARAMETRIC,PKG-017 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-017-03,Washroom Reno,R-01,Project Manager,6,PARAMETRIC,PKG-017 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-017-03,Washroom Reno,R-02,Construction Project Manager,8,PARAMETRIC,PKG-017 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-017-03,Washroom Reno,R-03,Site Superintendent,10,PARAMETRIC,PKG-017 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-017-03,Washroom Reno,R-08,Cost Estimator,4,PARAMETRIC,PKG-017 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-017-03,Washroom Reno,R-06,QA/QC Lead,6,PARAMETRIC,PKG-017 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-017-03,Washroom Reno,R-05,HSE Manager,4,PARAMETRIC,PKG-017 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-017-04,Locker Room,R-01,Project Manager,6,PARAMETRIC,PKG-017 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-017-04,Locker Room,R-02,Construction Project Manager,8,PARAMETRIC,PKG-017 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-017-04,Locker Room,R-03,Site Superintendent,10,PARAMETRIC,PKG-017 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-017-04,Locker Room,R-08,Cost Estimator,4,PARAMETRIC,PKG-017 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-017-04,Locker Room,R-06,QA/QC Lead,6,PARAMETRIC,PKG-017 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-017-04,Locker Room,R-05,HSE Manager,4,PARAMETRIC,PKG-017 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-018-01,Topsoil Strip,R-01,Project Manager,6,PARAMETRIC,PKG-018 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-018-01,Topsoil Strip,R-02,Construction Project Manager,8,PARAMETRIC,PKG-018 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-018-01,Topsoil Strip,R-03,Site Superintendent,10,PARAMETRIC,PKG-018 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-018-01,Topsoil Strip,R-08,Cost Estimator,4,PARAMETRIC,PKG-018 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-018-01,Topsoil Strip,R-06,QA/QC Lead,6,PARAMETRIC,PKG-018 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-018-01,Topsoil Strip,R-05,HSE Manager,4,PARAMETRIC,PKG-018 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-018-02,Grading Landscape,R-01,Project Manager,6,PARAMETRIC,PKG-018 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-018-02,Grading Landscape,R-02,Construction Project Manager,8,PARAMETRIC,PKG-018 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-018-02,Grading Landscape,R-03,Site Superintendent,10,PARAMETRIC,PKG-018 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-018-02,Grading Landscape,R-08,Cost Estimator,4,PARAMETRIC,PKG-018 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-018-02,Grading Landscape,R-06,QA/QC Lead,6,PARAMETRIC,PKG-018 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-018-02,Grading Landscape,R-05,HSE Manager,4,PARAMETRIC,PKG-018 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-018-03,Driving Surface,R-01,Project Manager,6,PARAMETRIC,PKG-018 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-018-03,Driving Surface,R-02,Construction Project Manager,8,PARAMETRIC,PKG-018 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-018-03,Driving Surface,R-03,Site Superintendent,10,PARAMETRIC,PKG-018 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-018-03,Driving Surface,R-08,Cost Estimator,4,PARAMETRIC,PKG-018 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-018-03,Driving Surface,R-06,QA/QC Lead,6,PARAMETRIC,PKG-018 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-018-03,Driving Surface,R-05,HSE Manager,4,PARAMETRIC,PKG-018 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-018-04,Pads,R-01,Project Manager,6,PARAMETRIC,PKG-018 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-018-04,Pads,R-02,Construction Project Manager,8,PARAMETRIC,PKG-018 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-018-04,Pads,R-03,Site Superintendent,10,PARAMETRIC,PKG-018 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-018-04,Pads,R-08,Cost Estimator,4,PARAMETRIC,PKG-018 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-018-04,Pads,R-06,QA/QC Lead,6,PARAMETRIC,PKG-018 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-018-04,Pads,R-05,HSE Manager,4,PARAMETRIC,PKG-018 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-018-05,Wash Bay Drainage,R-01,Project Manager,6,PARAMETRIC,PKG-018 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-018-05,Wash Bay Drainage,R-02,Construction Project Manager,8,PARAMETRIC,PKG-018 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-018-05,Wash Bay Drainage,R-03,Site Superintendent,10,PARAMETRIC,PKG-018 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-018-05,Wash Bay Drainage,R-08,Cost Estimator,4,PARAMETRIC,PKG-018 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-018-05,Wash Bay Drainage,R-06,QA/QC Lead,6,PARAMETRIC,PKG-018 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-018-05,Wash Bay Drainage,R-05,HSE Manager,4,PARAMETRIC,PKG-018 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-018-06,Utility Tieins,R-01,Project Manager,6,PARAMETRIC,PKG-018 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-018-06,Utility Tieins,R-02,Construction Project Manager,8,PARAMETRIC,PKG-018 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-018-06,Utility Tieins,R-03,Site Superintendent,10,PARAMETRIC,PKG-018 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-018-06,Utility Tieins,R-08,Cost Estimator,4,PARAMETRIC,PKG-018 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-018-06,Utility Tieins,R-06,QA/QC Lead,6,PARAMETRIC,PKG-018 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-018-06,Utility Tieins,R-05,HSE Manager,4,PARAMETRIC,PKG-018 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-019-01,Prime Contractor Designation & OH&S Program,R-01,Project Manager,6,PARAMETRIC,PKG-019 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-019-01,Prime Contractor Designation & OH&S Program,R-02,Construction Project Manager,8,PARAMETRIC,PKG-019 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-019-01,Prime Contractor Designation & OH&S Program,R-03,Site Superintendent,10,PARAMETRIC,PKG-019 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-019-01,Prime Contractor Designation & OH&S Program,R-08,Cost Estimator,4,PARAMETRIC,PKG-019 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-019-01,Prime Contractor Designation & OH&S Program,R-06,QA/QC Lead,6,PARAMETRIC,PKG-019 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-019-01,Prime Contractor Designation & OH&S Program,R-05,HSE Manager,4,PARAMETRIC,PKG-019 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-019-02,Weekly Meetings & Billing Coordination,R-01,Project Manager,6,PARAMETRIC,PKG-019 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-019-02,Weekly Meetings & Billing Coordination,R-02,Construction Project Manager,8,PARAMETRIC,PKG-019 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-019-02,Weekly Meetings & Billing Coordination,R-03,Site Superintendent,10,PARAMETRIC,PKG-019 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-019-02,Weekly Meetings & Billing Coordination,R-08,Cost Estimator,4,PARAMETRIC,PKG-019 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-019-02,Weekly Meetings & Billing Coordination,R-06,QA/QC Lead,6,PARAMETRIC,PKG-019 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-019-02,Weekly Meetings & Billing Coordination,R-05,HSE Manager,4,PARAMETRIC,PKG-019 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-019-03,Subcontractor Management,R-01,Project Manager,6,PARAMETRIC,PKG-019 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-019-03,Subcontractor Management,R-02,Construction Project Manager,8,PARAMETRIC,PKG-019 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-019-03,Subcontractor Management,R-03,Site Superintendent,10,PARAMETRIC,PKG-019 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-019-03,Subcontractor Management,R-08,Cost Estimator,4,PARAMETRIC,PKG-019 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-019-03,Subcontractor Management,R-06,QA/QC Lead,6,PARAMETRIC,PKG-019 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-019-03,Subcontractor Management,R-05,HSE Manager,4,PARAMETRIC,PKG-019 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-019-04,Construction Quality Control,R-01,Project Manager,6,PARAMETRIC,PKG-019 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-019-04,Construction Quality Control,R-02,Construction Project Manager,8,PARAMETRIC,PKG-019 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-019-04,Construction Quality Control,R-03,Site Superintendent,10,PARAMETRIC,PKG-019 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-019-04,Construction Quality Control,R-08,Cost Estimator,4,PARAMETRIC,PKG-019 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-019-04,Construction Quality Control,R-06,QA/QC Lead,6,PARAMETRIC,PKG-019 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-019-04,Construction Quality Control,R-05,HSE Manager,4,PARAMETRIC,PKG-019 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-020-01,Building Systems Commissioning,R-01,Project Manager,6,PARAMETRIC,PKG-020 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-020-01,Building Systems Commissioning,R-02,Construction Project Manager,8,PARAMETRIC,PKG-020 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-020-01,Building Systems Commissioning,R-03,Site Superintendent,10,PARAMETRIC,PKG-020 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-020-01,Building Systems Commissioning,R-08,Cost Estimator,4,PARAMETRIC,PKG-020 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-020-01,Building Systems Commissioning,R-06,QA/QC Lead,6,PARAMETRIC,PKG-020 TBD — TBD
