LineUID,LineID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes,CostCategory,SourceSnapshot
DEL-01-05::C-410,C-410,OPT.SEC,PKG-001,DEL-01-05,Option 4 -- Security/Cameras: monitoring,1,LS,5000,5000,CAD,RATE_TABLE,OPT-09,LOW,Sub-component of DEL-01-04 C-400,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::C-500,C-500,OPT.SGN,PKG-001,DEL-01-05,Option 5 -- Signage: non-illuminated,1,LS,12000,12000,CAD,RATE_TABLE,OPT-10,LOW,Sub-component of DEL-01-04 C-500,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::C-510,C-510,OPT.SGN,PKG-001,DEL-01-05,Option 5 -- Signage: illuminated,1,LS,22000,22000,CAD,RATE_TABLE,OPT-11,LOW,Sub-component of DEL-01-04 C-500,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::C-600,C-600,OPT.FFE,PKG-001,DEL-01-05,Option 6 -- FF&E cash allowance,1,LS,20000,20000,CAD,ALLOWANCE,OPT-18,HIGH,Fixed $20k per DEC-012,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-06::L-0106-01,L-0106-01,PROF_SERVICES.PM,PKG-001,DEL-01-06,Project Manager -- pricing narrative,12,hr,175,2100,CAD,RATE_TABLE,Level_of_Effort.csv DEL-01-06/R-02,MED,Pricing narrative lead,PRODUCTION,EST_DEL-01-06_2026-02-18_2359
DEL-01-06::L-0106-02,L-0106-02,PROF_SERVICES.ESTIMATING,PKG-001,DEL-01-06,Estimator (Senior) -- pricing assumptions documentation,8,hr,145,1160,CAD,RATE_TABLE,Level_of_Effort.csv DEL-01-06/R-18,MED,Pricing assumptions backup,PRODUCTION,EST_DEL-01-06_2026-02-18_2359
DEL-01-07::L-0107-01,L-0107-01,PROP_PRODUCTION,PKG-001,DEL-01-07,Proposal Coordinator / Writer -- firm profile,16,HR,105,1680,CAD,RATE_TABLE,Level_of_Effort.csv DEL-01-07/R-22,MED,Research and write firm experience,PRODUCTION,EST_DEL-01-07_2026-02-18_1500
DEL-01-07::L-0107-02,L-0107-02,PROP_PRODUCTION,PKG-001,DEL-01-07,Project Manager -- review and input,4,HR,175,700,CAD,RATE_TABLE,Level_of_Effort.csv DEL-01-07/R-02,MED,Review and quality input,PRODUCTION,EST_DEL-01-07_2026-02-18_1500
DEL-01-08::L-001,L-001,PROPOSAL_ADMIN,PKG-001,DEL-01-08,HR Coordinator -- resume collection,12,hr,85,1020,CAD,RATE_TABLE,Level_of_Effort.csv DEL-01-08/R-26,MED,Resume collection and coordination,PRODUCTION,EST_DEL-01-08_2026-02-18_1500
DEL-01-08::L-002,L-002,PROPOSAL_ADMIN,PKG-001,DEL-01-08,Proposal Coordinator / Writer -- resume editing,8,hr,105,840,CAD,RATE_TABLE,Level_of_Effort.csv DEL-01-08/R-22,MED,Editing to 2-page format,PRODUCTION,EST_DEL-01-08_2026-02-18_1500
DEL-01-09::L-01,L-01,LABOUR,PKG-001,DEL-01-09,Project Manager -- subtrade coordination,8,hr,175,1400,CAD,RATE_TABLE,Level_of_Effort.csv DEL-01-09/R-02,MED,Appendix I form completion,PRODUCTION,EST_DEL-01-09_2026-02-18_1500
DEL-01-09::L-02,L-02,LABOUR,PKG-001,DEL-01-09,Administrative / Document Control -- form formatting,4,hr,80,320,CAD,RATE_TABLE,Level_of_Effort.csv DEL-01-09/R-24,MED,Contact gathering and form production,PRODUCTION,EST_DEL-01-09_2026-02-18_1500
DEL-02-01::L-001,L-001,LABOR-DESIGN,PKG-002,DEL-02-01,Architect (Project) -- concept development and coordination,40,HR,145,5800,CAD,RATE_TABLE,Professional_Staff_Rates.csv R-04 + Level_of_Effort.csv DEL-02-01/R-04,MED,Leads Addendum 03 integration,PRODUCTION,EST_DEL-02-01_2026-02-18_2000
DEL-02-01::L-002,L-002,LABOR-DESIGN,PKG-002,DEL-02-01,Architect (Intermediate) -- supporting production,24,HR,120,2880,CAD,RATE_TABLE,Professional_Staff_Rates.csv R-05 + Level_of_Effort.csv DEL-02-01/R-05,MED,Detail development support,PRODUCTION,EST_DEL-02-01_2026-02-18_2000
DEL-02-01::L-003,L-003,LABOR-PRODUCTION,PKG-002,DEL-02-01,CAD Technician / BIM Operator -- drawing production,60,HR,95,5700,CAD,RATE_TABLE,Professional_Staff_Rates.csv R-06 + Level_of_Effort.csv DEL-02-01/R-06,MED,Floor plans + elevations + sections,PRODUCTION,EST_DEL-02-01_2026-02-18_2000
DEL-02-01::L-004,L-004,LABOR-MGMT,PKG-002,DEL-02-01,Project Manager -- coordination oversight,8,HR,175,1400,CAD,RATE_TABLE,Professional_Staff_Rates.csv R-02 + Level_of_Effort.csv DEL-02-01/R-02,MED,PM coordination,PRODUCTION,EST_DEL-02-01_2026-02-18_2000
DEL-02-02::L-001,L-001,CBS-200,PKG-002,DEL-02-02,Civil Engineer (Senior) -- site layout and concept,24,hr,155,3720,CAD,RATE_TABLE,Level_of_Effort.csv DEL-02-02/R-07,MEDIUM,12-acre site concept,PRODUCTION,EST_DEL-02-02_2026-02-18_2100
DEL-02-02::L-002,L-002,CBS-200,PKG-002,DEL-02-02,Civil Engineer (Intermediate) -- supporting calculations,16,hr,125,2000,CAD,RATE_TABLE,Level_of_Effort.csv DEL-02-02/R-08,MEDIUM,Grading drainage parking calculations,PRODUCTION,EST_DEL-02-02_2026-02-18_2100
DEL-02-02::L-003,L-003,CBS-210,PKG-002,DEL-02-02,CAD Technician / BIM Operator -- site plan drawing,16,hr,95,1520,CAD,RATE_TABLE,Level_of_Effort.csv DEL-02-02/R-06,MEDIUM,Site concept plan production,PRODUCTION,EST_DEL-02-02_2026-02-18_2100
DEL-02-03::L-001,L-001,PROF-STRUCT,PKG-002,DEL-02-03,Structural Engineer (Senior) -- concept narrative,16,HR,155,2480,CAD,RATE_TABLE,Level_of_Effort.csv DEL-02-03/R-09,MED,Foundation + framing + expansion,PRODUCTION,EST_DEL-02-03_2026-02-18_2100
DEL-02-03::L-002,L-002,PROF-STRUCT,PKG-002,DEL-02-03,Structural Engineer (Intermediate) -- supporting calculations,8,HR,125,1000,CAD,RATE_TABLE,Level_of_Effort.csv DEL-02-03/R-10,MED,Calculations and sketch review,PRODUCTION,EST_DEL-02-03_2026-02-18_2100
DEL-02-04::L-0204-01,L-0204-01,DESIGN_SERVICES,PKG-002,DEL-02-04,Mechanical Engineer (Senior) -- concept narrative,16,hr,160,2560,CAD,RATE_TABLE,Level_of_Effort.csv DEL-02-04/R-11,MED,HVAC + exhaust + plumbing + generator + fire protection,PRODUCTION,EST_DEL-02-04_2026-02-18_2200
DEL-02-04::L-0204-02,L-0204-02,DESIGN_SERVICES,PKG-002,DEL-02-04,Mechanical Engineer (Intermediate) -- supporting calculations,8,hr,130,1040,CAD,RATE_TABLE,Level_of_Effort.csv DEL-02-04/R-12,MED,Equipment sizing verification,PRODUCTION,EST_DEL-02-04_2026-02-18_2200
DEL-02-05::L-0205-01,L-0205-01,PROFESSIONAL_SERVICES,PKG-002,DEL-02-05,Electrical Engineer (Senior) -- concept narrative,16,hr,155,2480,CAD,RATE_TABLE,Level_of_Effort.csv DEL-02-05/R-13,MED,Power + lighting + IT + fire alarm + security + solar,PRODUCTION,EST_DEL-02-05_2026-02-18_2200
DEL-02-05::L-0205-02,L-0205-02,PROFESSIONAL_SERVICES,PKG-002,DEL-02-05,Electrical Engineer (Intermediate) -- supporting calculations,8,hr,125,1000,CAD,RATE_TABLE,Level_of_Effort.csv DEL-02-05/R-14,MED,Load calculations and research,PRODUCTION,EST_DEL-02-05_2026-02-18_2200
DEL-03-01::L-001,L-001,PROF-ARCH,PKG-003,DEL-03-01,Architect (Project) -- architectural design brief,12,hr,145,1740,CAD,RATE_TABLE,Level_of_Effort.csv DEL-03-01/R-04,MED,SOW-0011 architectural sub-brief,PRODUCTION,EST_DEL-03-01_2026-02-18_2000
DEL-03-02::L-001,L-001,PROF_SERVICES,PKG-003,DEL-03-02,Civil Engineer (Senior) -- civil design brief,10,hr,155,1550,CAD,RATE_TABLE,Level_of_Effort.csv DEL-03-02/R-07,MED,Civil sub-brief narrative,PRODUCTION,EST_DEL-03-02_2026-02-18_1955
DEL-03-03::L-001,L-001,PROF_SERVICES.STRUCTURAL,PKG-003,DEL-03-03,Structural Engineer (Senior) -- structural design brief,10,hr,155,1550,CAD,RATE_TABLE,Level_of_Effort.csv DEL-03-03/R-09,MED,Structural sub-brief narrative,PRODUCTION,EST_DEL-03-03_2026-02-18_2300
DEL-03-04::L-001,L-001,PROF_SERVICES_DESIGN,PKG-003,DEL-03-04,Mechanical Engineer (Senior) -- mechanical design brief,10,hr,160,1600,CAD,RATE_TABLE,Level_of_Effort.csv DEL-03-04/R-11,MEDIUM,Mechanical sub-brief narrative,PRODUCTION,EST_DEL-03-04_2026-02-18_2300
DEL-03-05::L-0305-01,L-0305-01,PROFESSIONAL_SERVICES,PKG-003,DEL-03-05,Electrical Engineer (Senior) -- electrical/IT design brief,10,hr,155,1550,CAD,RATE_TABLE,Level_of_Effort.csv DEL-03-05/R-13,MED,Electrical sub-brief narrative,PRODUCTION,EST_DEL-03-05_2026-02-18_2330
DEL-03-06::L-01,L-01,DESIGN_BRIEF,PKG-003,DEL-03-06,Architect (Project) -- accessibility and adaptability,8,hr,145,1160,CAD,RATE_TABLE,Level_of_Effort.csv DEL-03-06/R-04,MEDIUM,SOW-0015 + SOW-0014,PRODUCTION,EST_DEL-03-06_2026-02-18_2330
DEL-04-01::L-04-01-001,L-04-01-001,PROF_SERVICES,PKG-004,DEL-04-01,Building Science Consultant -- envelope energy strategy,12,hr,165,1980,CAD,RATE_TABLE,Level_of_Effort.csv DEL-04-01/R-27,MED,Thermal performance and energy code,PRODUCTION,EST_DEL-04-01_2026-02-18_1300
DEL-04-01::L-04-01-002,L-04-01-002,PROF_SERVICES,PKG-004,DEL-04-01,Architect (Project) -- envelope coordination,4,hr,145,580,CAD,RATE_TABLE,Level_of_Effort.csv DEL-04-01/R-04,MED,Coordination input,PRODUCTION,EST_DEL-04-01_2026-02-18_1300
DEL-04-02::L-0402-01,L-0402-01,DESIGN_SERVICES,PKG-004,DEL-04-02,Mechanical Engineer (Senior) -- mechanical energy and solar,10,hr,160,1600,CAD,RATE_TABLE,Level_of_Effort.csv DEL-04-02/R-11,MED,Energy efficiency + solar readiness,PRODUCTION,EST_DEL-04-02_2026-02-18_2300
DEL-04-03::L-04-03-01,L-04-03-01,PROF_SERVICES.ELECTRICAL,PKG-004,DEL-04-03,Electrical Engineer (Senior) -- electrical energy efficiency,8,hr,155,1240,CAD,RATE_TABLE,Level_of_Effort.csv DEL-04-03/R-13,MED,LED + motor + solar + metering,PRODUCTION,EST_DEL-04-03_2026-02-18_2345
DEL-05-01::L-05-01-001,L-05-01-001,CBS-100,PKG-005,DEL-05-01,Architect (Project) -- architectural durability,10,hr,145,1450,CAD,RATE_TABLE,Level_of_Effort.csv DEL-05-01/R-04,MED,Cladding + roofing + finishes lifecycle,PRODUCTION,EST_DEL-05-01_2026-02-18_2350
DEL-05-02::L-001,L-001,DESIGN_SERVICES,PKG-005,DEL-05-02,Structural Engineer (Senior) -- structural durability,8,hr,155,1240,CAD,RATE_TABLE,Level_of_Effort.csv DEL-05-02/R-09,MEDIUM,Corrosion + freeze-thaw + foundation,PRODUCTION,EST_DEL-05-02_2026-02-18_2345
DEL-05-03::L-05-03-001,L-05-03-001,PROFESSIONAL_SERVICES.MECHANICAL_ENGINEERING,PKG-005,DEL-05-03,Mechanical Engineer (Senior) -- mechanical maintainability,8,HR,160,1280,CAD,RATE_TABLE,Level_of_Effort.csv DEL-05-03/R-11,MED,Equipment access and maintenance,PRODUCTION,EST_DEL-05-03_2026-02-18_2350
DEL-05-04::L-01,L-01,DESIGN_SERVICES,PKG-005,DEL-05-04,Electrical Engineer (Senior) -- electrical maintainability,8,hr,155,1240,CAD,RATE_TABLE,Level_of_Effort.csv DEL-05-04/R-13,MED,Panel access + fixture replacement,PRODUCTION,EST_DEL-05-04_2026-02-18_2355
DEL-06-01::L-0601-01,L-0601-01,MGMT,PKG-006,DEL-06-01,Design Manager -- design methodology,10,hr,165,1650,CAD,RATE_TABLE,Level_of_Effort.csv DEL-06-01/R-03,MED,Design approach narrative,PRODUCTION,EST_DEL-06-01_2026-02-18_1600
DEL-06-01::L-0601-02,L-0601-02,MGMT,PKG-006,DEL-06-01,Project Manager -- client engagement input,4,hr,175,700,CAD,RATE_TABLE,Level_of_Effort.csv DEL-06-01/R-02,MED,Client engagement and review,PRODUCTION,EST_DEL-06-01_2026-02-18_1600
DEL-06-02::L-0602-01,L-0602-01,DESIGN_MANAGEMENT,PKG-006,DEL-06-02,Design Manager -- documents plan,10,hr,165,1650,CAD,RATE_TABLE,Level_of_Effort.csv DEL-06-02/R-03,MED,5 submission milestones + QA/QC,PRODUCTION,EST_DEL-06-02_2026-02-18_1800
DEL-06-02::L-0602-02,L-0602-02,DESIGN_MANAGEMENT,PKG-006,DEL-06-02,Project Manager -- Owner review input,4,hr,175,700,CAD,RATE_TABLE,Level_of_Effort.csv DEL-06-02/R-02,MED,Review cycles input,PRODUCTION,EST_DEL-06-02_2026-02-18_1800
DEL-07-01::L-001,L-001,CONST,PKG-007,DEL-07-01,Construction Manager -- methodology narrative,12,HR,155,1860,CAD,RATE_TABLE,Level_of_Effort.csv DEL-07-01/R-15,MED,H&S + staging + permits + controls,PRODUCTION,EST_DEL-07-01_2026-02-18_1700
DEL-07-01::L-002,L-002,MGMT,PKG-007,DEL-07-01,Project Manager -- project controls input,4,HR,175,700,CAD,RATE_TABLE,Level_of_Effort.csv DEL-07-01/R-02,MED,Budget/schedule control,PRODUCTION,EST_DEL-07-01_2026-02-18_1700
DEL-07-02::L-001,L-001,PROF_SERVICES.CONSTRUCTION_MGMT,PKG-007,DEL-07-02,Construction Manager -- administration narrative,8,HR,155,1240,CAD,RATE_TABLE,Level_of_Effort.csv DEL-07-02/R-15,MED,Supervision + document management,PRODUCTION,EST_DEL-07-02_2026-02-18_2359
DEL-07-03::L-001,L-001,MGMT,PKG-007,DEL-07-03,Project Manager -- subconsultant approach,8,HR,175,1400,CAD,RATE_TABLE,Level_of_Effort.csv DEL-07-03/R-02,MED,Discipline listing + management approach,PRODUCTION,EST_DEL-07-03_2026-02-18_2000
DEL-07-04::L-0704-01,L-0704-01,CBS-01-PROF,PKG-007,DEL-07-04,Project Manager -- meetings and reporting,6,hr,175,1050,CAD,RATE_TABLE,Level_of_Effort.csv DEL-07-04/R-02,MED,Meeting structure + progress reporting,PRODUCTION,EST_DEL-07-04_2026-02-18_2355
DEL-07-05::L-0705-01,L-0705-01,MGMT,PKG-007,DEL-07-05,Quality Lead -- quality management narrative,8,hr,130,1040,CAD,RATE_TABLE,Level_of_Effort.csv DEL-07-05/R-23,MED,Design/construction/commissioning/documentation QC,PRODUCTION,EST_DEL-07-05_2026-02-18_2359
DEL-07-05::L-0705-02,L-0705-02,MGMT,PKG-007,DEL-07-05,Project Manager -- quality framework input,4,hr,175,700,CAD,RATE_TABLE,Level_of_Effort.csv DEL-07-05/R-02,MED,Framework input and review,PRODUCTION,EST_DEL-07-05_2026-02-18_2359
DEL-08-01::L-001,L-001,CX,PKG-008,DEL-08-01,Commissioning Lead -- commissioning approach,10,hr,140,1400,CAD,RATE_TABLE,Level_of_Effort.csv DEL-08-01/R-21,MED,Commissioning + training + closeout,PRODUCTION,EST_DEL-08-01_2026-02-18_2359
DEL-08-01::L-002,L-002,MGMT,PKG-008,DEL-08-01,Project Manager -- closeout input,4,hr,175,700,CAD,RATE_TABLE,Level_of_Effort.csv DEL-08-01/R-02,MED,Closeout process input,PRODUCTION,EST_DEL-08-01_2026-02-18_2359
DEL-08-02::L-001,L-001,CX,PKG-008,DEL-08-02,Commissioning Lead -- deficiency management,6,hr,140,840,CAD,RATE_TABLE,Level_of_Effort.csv DEL-08-02/R-21,MED,Punch lists + valuation + holdback,PRODUCTION,EST_DEL-08-02_2026-02-18_2359
DEL-08-02::L-002,L-002,MGMT,PKG-008,DEL-08-02,Project Manager -- deficiency process input,2,hr,175,350,CAD,RATE_TABLE,Level_of_Effort.csv DEL-08-02/R-02,MED,Process input,PRODUCTION,EST_DEL-08-02_2026-02-18_2359
DEL-08-03::L-001,L-001,PROFESSIONAL_SERVICES,PKG-008,DEL-08-03,Project Manager -- warranty narrative,4,hr,175,700,CAD,RATE_TABLE,Level_of_Effort.csv DEL-08-03/R-02,MED,12-month warranty + manufacturer warranties,PRODUCTION,EST_DEL-08-03_2026-02-18_2359
DEL-08-03::L-002,L-002,PROFESSIONAL_SERVICES,PKG-008,DEL-08-03,Commissioning Lead -- warranty coordination,4,hr,140,560,CAD,RATE_TABLE,Level_of_Effort.csv DEL-08-03/R-21,MED,Warranty-commissioning integration,PRODUCTION,EST_DEL-08-03_2026-02-18_2359
DEL-09-01::L-09-01-001,L-09-01-001,LABOUR.CONST,PKG-009,DEL-09-01,Scheduler -- Gantt chart production,20,hr,130,2600,CAD,RATE_TABLE,Level_of_Effort.csv DEL-09-01/R-17,MED,Gantt + CPM analysis,PRODUCTION,EST_DEL-09-01_2026-02-18_2200
DEL-09-01::L-09-01-002,L-09-01-002,LABOUR.MGMT,PKG-009,DEL-09-01,Project Manager -- schedule review,8,hr,175,1400,CAD,RATE_TABLE,Level_of_Effort.csv DEL-09-01/R-02,MED,Milestone validation,PRODUCTION,EST_DEL-09-01_2026-02-18_2200
DEL-09-01::L-09-01-003,L-09-01-003,LABOUR.CONST,PKG-009,DEL-09-01,Construction Manager -- sequencing input,4,hr,155,620,CAD,RATE_TABLE,Level_of_Effort.csv DEL-09-01/R-15,MED,Construction sequencing,PRODUCTION,EST_DEL-09-01_2026-02-18_2200
DEL-10-01::L-001,L-001,PROF-PM,PKG-010,DEL-10-01,Project Manager -- risk register,10,HR,175,1750,CAD,RATE_TABLE,Level_of_Effort.csv DEL-10-01/R-02,MED,Risk identification and mitigation,PRODUCTION,EST_DEL-10-01_2026-02-18_1900
DEL-10-01::L-002,L-002,PROF-CM,PKG-010,DEL-10-01,Construction Manager -- construction risk input,4,HR,155,620,CAD,RATE_TABLE,Level_of_Effort.csv DEL-10-01/R-15,MED,Construction-specific risk entries,PRODUCTION,EST_DEL-10-01_2026-02-18_1900
DEL-10-02::L-001,L-001,GR-PM,PKG-010,DEL-10-02,Project Manager -- site conditions summary,8,hr,175,1400,CAD,RATE_TABLE,Level_of_Effort.csv DEL-10-02/R-02,MED,Geotech + environmental + flood zone,PRODUCTION,EST_DEL-10-02_2026-02-18_1900
DEL-10-02::L-002,L-002,GR-DESIGN,PKG-010,DEL-10-02,Civil Engineer (Senior) -- technical review,6,hr,155,930,CAD,RATE_TABLE,Level_of_Effort.csv DEL-10-02/R-07,MED,Site conditions technical review,PRODUCTION,EST_DEL-10-02_2026-02-18_1900
DEL-10-02::L-003,L-003,GR-DESIGN,PKG-010,DEL-10-02,Geotechnical Engineer -- geotech interpretation,4,hr,155,620,CAD,RATE_TABLE,Level_of_Effort.csv DEL-10-02/R-29,MED,2021 geotech report interpretation,PRODUCTION,EST_DEL-10-02_2026-02-18_1900
