LineUID,FromDeliverableID,FromPackageID,LineID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes,SourceSnapshot
DEL-02-05::L-16,DEL-02-05,PKG-002,L-16,23-COMM,PKG-002,DEL-02-05,System-specific commissioning labour (mechanical balancing; TAB; functional testing),1,LS,18000,18000,CAD,RATE_TABLE,Construction_Labour_Rates.csv T-05/T-06 blended ($80/hr x ~225 hrs); ASM-07,MED,Testing air balancing and hydronic balancing; functional performance testing; per brief cost ownership,EST_DEL-02-05_2026-02-18_1400
DEL-02-06::L-0601,DEL-02-06,PKG-002,L-0601,26-00,PKG-002,DEL-02-06,Electrical power distribution - institutional/office/shared areas (service entrance to panels to branch circuits to receptacles),5200,sf,21,109200,CAD,RATE_TABLE,Electrical_System_Rates.csv:ES-01 + Assumed_Project_Parameters.csv:PP-05 + ASM-001,MED,Institutional areas = 18000 sf total - 12800 sf bay area per ASM-001,EST_DEL-02-06_2026-02-18_1500
DEL-02-06::L-0602,DEL-02-06,PKG-002,L-0602,26-00,PKG-002,DEL-02-06,Electrical power distribution - apparatus/shop bay areas (heavier circuits; welding receptacles; 3-phase),12800,sf,14,179200,CAD,RATE_TABLE,Electrical_System_Rates.csv:ES-02 + Assumed_Project_Parameters.csv:PP-05 + ASM-001,MED,Bay areas = 8 bays x ~1600 sf per ASM-001; includes compressed air electrical feed per cost ownership rules,EST_DEL-02-06_2026-02-18_1500
DEL-02-06::L-0603,DEL-02-06,PKG-002,L-0603,26-50,PKG-002,DEL-02-06,LED lighting system - institutional/office/shared areas (IES-compliant; fixtures; controls; dimming),5200,sf,10,52000,CAD,RATE_TABLE,Electrical_System_Rates.csv:ES-03 + ASM-001,MED,IES-compliant per SOW-0228,EST_DEL-02-06_2026-02-18_1500
DEL-02-06::L-0604,DEL-02-06,PKG-002,L-0604,26-50,PKG-002,DEL-02-06,LED lighting - apparatus/shop bays (high-bay LED; instant-on for emergency response),12800,sf,6,76800,CAD,RATE_TABLE,Electrical_System_Rates.csv:ES-04 + ASM-001,MED,High-bay fixtures per SOW-0228,EST_DEL-02-06_2026-02-18_1500
DEL-02-06::L-0605,DEL-02-06,PKG-002,L-0605,27-00,PKG-002,DEL-02-06,IT/telecom data drops (Cat 6A cable; termination; patch panel port; tested),45,each,850,38250,CAD,RATE_TABLE,Electrical_System_Rates.csv:ES-06 + Assumed_Project_Parameters.csv:PP-27,MED,45 drops per PP-27; includes 15 meeting room EM workstations per SOW-0208,EST_DEL-02-06_2026-02-18_1500
DEL-02-06::L-0606,DEL-02-06,PKG-002,L-0606,27-00,PKG-002,DEL-02-06,IT backbone infrastructure (fibre + MDF/IDF rooms; racks; UPS),1,LS,32000,32000,CAD,RATE_TABLE,Electrical_System_Rates.csv:ES-07,MED,Main + intermediate distribution frames; provides infrastructure that access control connects to,EST_DEL-02-06_2026-02-18_1500
DEL-02-06::L-0607,DEL-02-06,PKG-002,L-0607,27-50,PKG-002,DEL-02-06,PA/paging system - building-wide (amplifier; speakers; zone control; microphone stations),1,LS,20000,20000,CAD,RATE_TABLE,Electrical_System_Rates.csv:ES-09,MED,Simple PA per SOW-0226; rate cross-referenced with Equipment_Pricing.csv:EQ-12,EST_DEL-02-06_2026-02-18_1500
DEL-02-06::L-0608,DEL-02-06,PKG-002,L-0608,27-00,PKG-002,DEL-02-06,Apparatus bay display systems (55-inch commercial display + mount + power + data; 4 bays),4,each,2500,10000,CAD,RATE_TABLE,Electrical_System_Rates.csv:ES-10 + Equipment_Pricing.csv:EQ-11,MED,Emergency info display per SOW-0225; 4 fire apparatus bays,EST_DEL-02-06_2026-02-18_1500
DEL-02-06::L-0609,DEL-02-06,PKG-002,L-0609,26-50,PKG-002,DEL-02-06,Emergency lighting system (battery units; exit signs; egress lighting; per code),18000,sf,2.50,45000,CAD,RATE_TABLE,Electrical_System_Rates.csv:ES-11,MED,Full building area per PP-05; per SOW-0228 code requirement,EST_DEL-02-06_2026-02-18_1500
DEL-02-06::L-0610,DEL-02-06,PKG-002,L-0610,26-10,PKG-002,DEL-02-06,Solar-ready electrical provisions (conduit run; reserved panel space; labelled disconnect; no PV panels),1,LS,12000,12000,CAD,RATE_TABLE,Electrical_System_Rates.csv:ES-13,MED,Solar-capable roof per SOW-0221; electrical provisions only,EST_DEL-02-06_2026-02-18_1500
DEL-02-06::L-0611,DEL-02-06,PKG-002,L-0611,26-00,PKG-002,DEL-02-06,Electrical service entrance (600A; 347/600V 3-phase; switchboard; metering),1,LS,45000,45000,CAD,RATE_TABLE,Electrical_System_Rates.csv:ES-14,MED,Service entrance up to generator transfer point per cost ownership rules; excludes ATS/generator (DEL-02-07),EST_DEL-02-06_2026-02-18_1500
DEL-02-06::L-0612,DEL-02-06,PKG-002,L-0612,26-80,PKG-002,DEL-02-06,System-specific commissioning labor - electrical/lighting/IT/PA testing and verification,100,hr,80,8000,CAD,RATE_TABLE,Construction_Labour_Rates.csv:T-07 + ASM-002,MED,100 hours estimated per ASM-002; T-07 Electrician fully-burdened rate; does not include DEL-01-07 general commissioning coordination,EST_DEL-02-06_2026-02-18_1500
DEL-02-06::L-0613,DEL-02-06,PKG-002,L-0613,26-90,PKG-002,DEL-02-06,Electrical engineering design fees (power + lighting + IT/telecom + fire alarm design),1,LS,15486,15486,CAD,RATE_TABLE,Professional_Design_Fees.csv:DF-05,MED,2.5% of electrical construction subtotal ($619450); per DF-05 recommended percentage,EST_DEL-02-06_2026-02-18_1500
DEL-02-07::L-0207-010,DEL-02-07,PKG-002,L-0207-010,26-EMRG-GEN,PKG-002,DEL-02-07,Diesel generator system (100-150 kW complete: genset + ATS + fuel tank 72-hr + concrete pad + exhaust system + sound attenuation + commissioning),1,LS,150000,150000,CAD,ALLOWANCE,Equipment_Pricing.csv / EQ-04 (RecommendedPrice=$150000; Range=$120k-$180k),LOW,No vendor quote; ALLOWANCE fallback from parametric source. EQ-05 ATS ($12k) noted as included in EQ-04 system price. Requires vendor quote replacement.,EST_DEL-02-07_2026-02-18_1600
DEL-02-07::L-0207-020,DEL-02-07,PKG-002,L-0207-020,26-EMRG-DIST,PKG-002,DEL-02-07,Emergency power distribution from generator to essential loads (sub-panel + wiring + breakers for kitchen + meeting/command room + 2 bathrooms + emergency lighting),1,LS,18000,18000,CAD,ALLOWANCE,Decision_Log.md / DEC-EST-003; Assumptions_Log.md / ASM-005,LOW,Estimated as ~12% of generator system cost. No quote available. Covers dedicated sub-panel and branch circuits to essential loads only. Normal building distribution is DEL-02-06.,EST_DEL-02-07_2026-02-18_1600
DEL-02-07::L-0207-030,DEL-02-07,PKG-002,L-0207-030,26-EMRG-DOOR,PKG-002,DEL-02-07,Overhead door backup power mechanism integration (8 bay doors — battery backup motor or UPS for door openers),1,LS,16000,16000,CAD,ALLOWANCE,Decision_Log.md / DEC-EST-004; Assumptions_Log.md / ASM-006,LOW,8 doors x $2000/door assumed. Could be battery backup units or generator-fed circuits per door. Mechanism type TBD pending design. Cost ownership confirmed: DEL-02-07 owns backup mechanism; DEL-02-04 owns doors.,EST_DEL-02-07_2026-02-18_1600
DEL-02-07::L-0207-040,DEL-02-07,PKG-002,L-0207-040,26-EMRG-GEN,PKG-002,DEL-02-07,Generator installation labour (electrician + millwright + crane operator for equipment setting),1,LS,12000,12000,CAD,ALLOWANCE,Construction_Labour_Rates.csv / T-07 ($80/hr) + T-13 ($80/hr) + T-14 ($86/hr); Assumptions_Log.md / ASM-007,LOW,Estimated: Electrician 60 hrs ($4800) + Millwright 40 hrs ($3200) + Crane 2 days ($3440) + misc ($560). Actual labour included partially in EQ-04 system price; this line captures incremental site-specific installation scope.,EST_DEL-02-07_2026-02-18_1600
DEL-02-07::L-0207-050,DEL-02-07,PKG-002,L-0207-050,26-EMRG-DES,PKG-002,DEL-02-07,Electrical engineering design fees — generator sizing + specification + essential loads analysis,1,LS,5000,5000,CAD,ALLOWANCE,Professional_Design_Fees.csv / DF-05 (2.5% of electrical construction); Assumptions_Log.md / ASM-008,LOW,Generator-specific design portion only. DF-05 basis = 2.5% of DEL-02-07 construction cost (~$196k) = ~$4900 rounded to $5000. Full building electrical design is in DEL-02-06.,EST_DEL-02-07_2026-02-18_1600
DEL-03-01::L-001,DEL-03-01,PKG-003,L-001,03-DESIGN,PKG-003,DEL-03-01,Civil engineering design fees — DEL-03-01 share (site plan / circulation / parking layout design),1,LS,13500,13500,CAD,RATE_TABLE,Professional_Design_Fees.csv DF-02 + Assumed_Project_Parameters.csv PP-23; apportionment per ASM-001,LOW,"DF-02 rate: 2.5% of site/civil construction cost ($1,800,000 PP-23) = $45,000 total civil design fee. DEL-03-01 apportioned at 30% = $13,500. See ASM-001 for apportionment basis. PP-23 is LOW confidence.",EST_DEL-03-01_2026-02-18_1900
DEL-03-01::L-002,DEL-03-01,PKG-003,L-002,03-SURVEY,PKG-003,DEL-03-01,Construction survey and staking — initial site layout (DEL-03-01 share),1,LS,5000,5000,CAD,RATE_TABLE,Earthwork_Civil_Rates.csv EC-11; apportionment per ASM-002,MED,"EC-11 full site survey = $12,000 LS. DEL-03-01 share (initial layout/staking) apportioned at ~42% = $5,000. Remaining survey effort (progress + as-built) belongs to DEL-01-07 / other deliverables. See ASM-002.",EST_DEL-03-01_2026-02-18_1900
DEL-03-02::L-001,DEL-03-02,PKG-003,L-001,03-02-CLR,PKG-003,DEL-03-02,Site clearing and grubbing — developed area (~4.5 acres per PP-10),4.5,acre,4200,18900,CAD,RATE_TABLE,Earthwork_Civil_Rates.csv EC-01; Assumed_Project_Parameters.csv PP-10,MED,Brush/tree removal and grubbing across developed footprint; moderate vegetation assumed per EC-01 notes,EST_DEL-03-02_2026-02-18_1130
DEL-03-02::L-002,DEL-03-02,PKG-003,L-002,03-02-CLR,PKG-003,DEL-03-02,Topsoil stripping and stockpiling — developed area (18211 m2 x 0.072 m avg depth = 1311 m3),1311,m3,10,13110,CAD,RATE_TABLE,Earthwork_Civil_Rates.csv EC-02; Datasheet.md topsoil avg 72 mm; PP-10 4.5 ac = 18211 m2,MED,72 mm avg topsoil per Geotech Report 4.1.3; stockpiled on-site for reuse per EC-02,EST_DEL-03-02_2026-02-18_1130
DEL-03-02::L-003,DEL-03-02,PKG-003,L-003,03-02-EW,PKG-003,DEL-03-02,Common excavation (cut to subgrade) — assumed 3000 m3 net cut,3000,m3,15,45000,CAD,RATE_TABLE,Earthwork_Civil_Rates.csv EC-03; ASM-001,LOW,Cut quantity TBD per Datasheet item B-001; 3000 m3 is assumption based on generally flat site with minor grade adjustments; see ASM-001,EST_DEL-03-02_2026-02-18_1130
DEL-03-02::L-004,DEL-03-02,PKG-003,L-004,03-02-EW,PKG-003,DEL-03-02,Engineered fill (imported granular; placed and compacted) — assumed 2000 m3 net import,2000,m3,30,60000,CAD,RATE_TABLE,Earthwork_Civil_Rates.csv EC-04; ASM-002,LOW,Fill quantity TBD per Datasheet item B-001; 2000 m3 assumes partial import for building pads and grade correction; see ASM-002,EST_DEL-03-02_2026-02-18_1130
DEL-03-02::L-005,DEL-03-02,PKG-003,L-005,03-02-EW,PKG-003,DEL-03-02,Building pad preparation — main PSB (18000 sf = 1672 m2; 300-450 mm granular base),1672,m2,22,36784,CAD,RATE_TABLE,Earthwork_Civil_Rates.csv EC-05; PP-05 18000 sf,MED,Main building footprint 18000 sf per PP-05; granular base compacted and proof-rolled per Geotech Report 5.1.1,EST_DEL-03-02_2026-02-18_1130
DEL-03-02::L-006,DEL-03-02,PKG-003,L-006,03-02-EW,PKG-003,DEL-03-02,Building pad preparation — cold storage (6000 sf = 557 m2; 300-450 mm granular base),557,m2,22,12254,CAD,RATE_TABLE,Earthwork_Civil_Rates.csv EC-05; PP-07 6000 sf,MED,Cold storage footprint 6000 sf (60x100) per PP-07/DEC-001; foundation type TBD by DB but pad prep is DEL-03-02 scope per brief,EST_DEL-03-02_2026-02-18_1130
DEL-03-02::L-007,DEL-03-02,PKG-003,L-007,03-02-EW,PKG-003,DEL-03-02,Subgrade compaction (in-situ soils) — building pad areas + access routes (est. 4000 m3),4000,m3,6,24000,CAD,RATE_TABLE,Earthwork_Civil_Rates.csv EC-06; ASM-003,MED,Proof-rolling and nuclear density testing across building pads and primary access routes; see ASM-003,EST_DEL-03-02_2026-02-18_1130
DEL-03-02::L-008,DEL-03-02,PKG-003,L-008,03-02-ESC,PKG-003,DEL-03-02,Erosion and sediment control — construction phase (lump sum),1,LS,22000,22000,CAD,RATE_TABLE,Earthwork_Civil_Rates.csv EC-07,MED,Silt fence; sediment trap; inlet protection; maintenance; per Alberta ESC guidelines,EST_DEL-03-02_2026-02-18_1130
DEL-03-02::L-009,DEL-03-02,PKG-003,L-009,03-02-DRN,PKG-003,DEL-03-02,Surface drainage swales — estimated 400 lm across site,400,lm,55,22000,CAD,RATE_TABLE,Earthwork_Civil_Rates.csv EC-08; ASM-004,LOW,Graded swale with rip-rap at outlets; no storm sewer; overland drainage per OSR 11.2; length is assumption; see ASM-004,EST_DEL-03-02_2026-02-18_1130
DEL-03-02::L-010,DEL-03-02,PKG-003,L-010,03-02-DRN,PKG-003,DEL-03-02,Stormwater retention pond — earthwork excavation (est. 2500 m3),2500,m3,15,37500,CAD,RATE_TABLE,Earthwork_Civil_Rates.csv EC-03 (excavation rate applied to pond); ASM-005,LOW,Pond shown on TPN46 Sheets C2-C4; volume is assumption — sizing criteria TBD per REQ-3212/item F-001; see ASM-005,EST_DEL-03-02_2026-02-18_1130
DEL-03-02::L-011,DEL-03-02,PKG-003,L-011,03-02-DRN,PKG-003,DEL-03-02,Stormwater retention pond — outlet control and protection (lump sum),1,LS,15000,15000,CAD,RATE_TABLE,ASM-006; Earthwork_Civil_Rates.csv EC-08 extrapolated,LOW,Outlet structure + rip-rap energy dissipation; no explicit rate in sources; priced via extrapolation from EC-08 drainage rates; see ASM-006,EST_DEL-03-02_2026-02-18_1130
DEL-03-02::L-012,DEL-03-02,PKG-003,L-012,03-02-FIN,PKG-003,DEL-03-02,Topsoil replacement and seeding (final grading) — disturbed areas (est. 10000 m2),10000,m2,11,110000,CAD,RATE_TABLE,Earthwork_Civil_Rates.csv EC-09; ASM-008,MED,150 mm topsoil + hydroseed on disturbed unpaved areas; area is net of building footprints and paved areas; see ASM-008,EST_DEL-03-02_2026-02-18_1130
DEL-03-02::L-013,DEL-03-02,PKG-003,L-013,03-02-SRV,PKG-003,DEL-03-02,Construction survey and staking (full site development),1,LS,12000,12000,CAD,RATE_TABLE,Earthwork_Civil_Rates.csv EC-11,MED,Initial layout; progress surveys; as-built; for earthworks and grading scope,EST_DEL-03-02_2026-02-18_1130
DEL-03-02::L-014,DEL-03-02,PKG-003,L-014,03-02-GEO,PKG-003,DEL-03-02,Geotechnical services — compaction testing and subgrade certification,1,LS,32000,32000,CAD,RATE_TABLE,Earthwork_Civil_Rates.csv EC-10; REQ-3214,MED,Geotech oversight during earthworks; compaction testing per REQ-3207 (1 test/lift/500 m2); subgrade certification per REQ-3214; EC-10 rate used as proxy,EST_DEL-03-02_2026-02-18_1130
DEL-03-02::L-015,DEL-03-02,PKG-003,L-015,03-02-DSN,PKG-003,DEL-03-02,Civil engineering design fees — earthworks and drainage scope (2.5% of construction subtotal),1,LS,11514,11514,CAD,RATE_TABLE,Professional_Design_Fees.csv DF-02 (2.5% recommended); ASM-009,MED,Fee base = sum of L-001 through L-014 ($460548); 2.5% = $11514; see ASM-009,EST_DEL-03-02_2026-02-18_1130
DEL-03-03::L-001,DEL-03-03,PKG-003,L-001,03.03.ASP-HD,PKG-003,DEL-03-03,Heavy duty asphalt — fire apparatus routing (Zone A); 150mm HMA on 300mm granular; includes geogrid and geofabric,2000,m2,92,184000,CAD,RATE_TABLE,Paving_Surfacing_Rates.csv PS-01; Qty per Assumed_Project_Parameters.csv PP-10 (0.5 ac fire routes) + ASM-003,MED,Rate includes base prep per PS-01 notes. Area assumes ~0.5 ac per PP-10 converted to m2 and rounded.,EST_DEL-03-03_2026-02-18_1200
DEL-03-03::L-002,DEL-03-03,PKG-003,L-002,03.03.ASP-LD,PKG-003,DEL-03-03,Light duty asphalt — parking near main structure (Zone B); 75mm HMA on 200mm granular; includes geofabric,3200,m2,60,192000,CAD,RATE_TABLE,Paving_Surfacing_Rates.csv PS-02; Qty per Assumed_Project_Parameters.csv PP-10 (0.8 ac parking) + PP-19 (40 stalls) + ASM-004,MED,Rate includes base prep per PS-02 notes. Area from PP-10 ~0.8 ac = ~3237 m2 rounded to 3200.,EST_DEL-03-03_2026-02-18_1200
DEL-03-03::L-003,DEL-03-03,PKG-003,L-003,03.03.AGG,PKG-003,DEL-03-03,Aggregate surfacing — heavy equipment yard areas (Zone C); 150mm crushed gravel compacted per layer,6000,m2,30,180000,CAD,RATE_TABLE,Paving_Surfacing_Rates.csv PS-03; Qty per Assumed_Project_Parameters.csv PP-10 (1.5 ac yard/storage) + ASM-005,MED,PS-03 rate covers 150mm. Spec REQ-03-03-05 anticipates 300mm minimum. See L-004 for second lift.,EST_DEL-03-03_2026-02-18_1200
DEL-03-03::L-004,DEL-03-03,PKG-003,L-004,03.03.AGG,PKG-003,DEL-03-03,Aggregate surfacing — second 150mm lift for 300mm total depth (Zone C),6000,m2,30,180000,CAD,RATE_TABLE,Paving_Surfacing_Rates.csv PS-03; ASM-006 (300mm minimum per Spec REQ-03-03-05 assumption),MED,Second lift to achieve 300mm minimum anticipated by Specification. Rate same as PS-03.,EST_DEL-03-03_2026-02-18_1200
DEL-03-03::L-005,DEL-03-03,PKG-003,L-005,03.03.CONC,PKG-003,DEL-03-03,Concrete aprons — main building overhead doors (8 doors); 200mm reinforced; sulphate-resistant mix,312,m2,132,41184,CAD,RATE_TABLE,Paving_Surfacing_Rates.csv PS-04; Qty per PP-13 (8 doors) x 4.88m wide x 8m deep + ASM-007,MED,8 doors x 4.88m x 8.0m = 312 m2. Apron depth (8m) is assumed per ASM-007. Dimensions TBD pending PKG-002 architectural.,EST_DEL-03-03_2026-02-18_1200
DEL-03-03::L-006,DEL-03-03,PKG-003,L-006,03.03.CONC,PKG-003,DEL-03-03,Concrete aprons — cold storage overhead doors (2 doors); 200mm reinforced; sulphate-resistant mix,78,m2,132,10296,CAD,RATE_TABLE,Paving_Surfacing_Rates.csv PS-04; Qty per PP-14 (2 doors) x 4.88m wide x 8m deep + ASM-008,MED,2 doors x 4.88m x 8.0m = 78 m2. Dimensions TBD pending PKG-004 architectural.,EST_DEL-03-03_2026-02-18_1200
DEL-03-03::L-007,DEL-03-03,PKG-003,L-007,03.03.CONC,PKG-003,DEL-03-03,Concrete curb and gutter — barrier type; parking area perimeter,250,lm,82,20500,CAD,RATE_TABLE,Paving_Surfacing_Rates.csv PS-05; Qty per ASM-009,MED,Estimated perimeter of parking area. Actual length depends on DEL-03-01 site plan.,EST_DEL-03-03_2026-02-18_1200
DEL-03-03::L-008,DEL-03-03,PKG-003,L-008,03.03.CONC,PKG-003,DEL-03-03,Concrete sidewalk — accessible routes from parking to main entrance; 100mm broom finish,150,m2,75,11250,CAD,RATE_TABLE,Paving_Surfacing_Rates.csv PS-06; Qty per ASM-010,MED,Accessible route from parking to main building entrance. Length/width TBD from site plan.,EST_DEL-03-03_2026-02-18_1200
DEL-03-03::L-009,DEL-03-03,PKG-003,L-009,03.03.MARK,PKG-003,DEL-03-03,Parking lot line painting — stall lines and fire lane markings,450,lm,4,1800,CAD,RATE_TABLE,Paving_Surfacing_Rates.csv PS-07; Qty per ASM-011,MED,40 stalls x ~5.5m line + ~200m fire lane markings. Rounded to 450 lm.,EST_DEL-03-03_2026-02-18_1200
DEL-03-03::L-010,DEL-03-03,PKG-003,L-010,03.03.MARK,PKG-003,DEL-03-03,Accessible parking signage and markings,3,each,450,1350,CAD,RATE_TABLE,Paving_Surfacing_Rates.csv PS-08; Qty per ASM-012,MED,3 accessible stalls assumed per Alberta Building Code for 40-stall lot.,EST_DEL-03-03_2026-02-18_1200
DEL-03-03::L-011,DEL-03-03,PKG-003,L-011,03.03.SITE,PKG-003,DEL-03-03,Steel bollards — concrete-filled; painted; at overhead doors and building corners,12,each,1000,12000,CAD,RATE_TABLE,Paving_Surfacing_Rates.csv PS-09; Qty per ASM-013,MED,Standard practice at overhead doors/corners/fuel areas. Count TBD from site plan.,EST_DEL-03-03_2026-02-18_1200
DEL-03-03::L-012,DEL-03-03,PKG-003,L-012,03.03.ASP-HD,PKG-003,DEL-03-03,Geosynthetics allowance — biaxial geogrid for heavy duty asphalt (Zone A); supplemental to PS-01 rate,2000,m2,8,16000,CAD,RATE_TABLE,ASM-014; rate based on typical geogrid supply+install $6-$10/m2,MED,PS-01 notes say 'includes base prep' but geogrid may not be fully included. Conservative allowance. See ASM-014.,EST_DEL-03-03_2026-02-18_1200
DEL-03-03::L-013,DEL-03-03,PKG-003,L-013,03.03.ASP-LD,PKG-003,DEL-03-03,Geosynthetics allowance — woven geofabric for light duty asphalt (Zone B); supplemental to PS-02 rate,3200,m2,5,16000,CAD,RATE_TABLE,ASM-015; rate based on typical geofabric supply+install $3-$6/m2,MED,PS-02 notes say 'includes base prep' but geofabric may not be fully included. Conservative allowance. See ASM-015.,EST_DEL-03-03_2026-02-18_1200
DEL-03-03::L-014,DEL-03-03,PKG-003,L-014,03.03.AGG,PKG-003,DEL-03-03,Geosynthetics allowance — woven geofabric for aggregate yard (Zone C); separation layer at subgrade,6000,m2,5,30000,CAD,RATE_TABLE,ASM-016; rate based on typical geofabric supply+install $3-$6/m2,MED,Geofabric separation layer between subgrade and aggregate. Not included in PS-03 rate. See ASM-016.,EST_DEL-03-03_2026-02-18_1200
DEL-03-04::L-0304-01,DEL-03-04,PKG-003,L-0304-01,31.40,PKG-003,DEL-03-04,Water main 150mm PVC - municipal stub to Main PSB (120 m),120,lm,200,24000,CAD,RATE_TABLE,Underground_Utility_Rates.csv UU-01; ASM-001,MED,All-inclusive rate: trench/bed/pipe/backfill/compact; 1.5-2.0m depth; Alberta freeze depth,EST_DEL-03-04_2026-02-18_2100
DEL-03-04::L-0304-02,DEL-03-04,PKG-003,L-0304-02,31.40,PKG-003,DEL-03-04,Water main 150mm PVC - branch to Cold Storage Building (40 m),40,lm,200,8000,CAD,RATE_TABLE,Underground_Utility_Rates.csv UU-01; ASM-002; ASM-004,LOW,Cold Storage water service requirement TBD per Datasheet; assumed required,EST_DEL-03-04_2026-02-18_2100
DEL-03-04::L-0304-03,DEL-03-04,PKG-003,L-0304-03,31.40,PKG-003,DEL-03-04,Water service connection to Main PSB (50mm copper/PE),1,each,4500,4500,CAD,RATE_TABLE,Underground_Utility_Rates.csv UU-02,MED,From main to 1.5m outside building; includes curb stop,EST_DEL-03-04_2026-02-18_2100
DEL-03-04::L-0304-04,DEL-03-04,PKG-003,L-0304-04,31.40,PKG-003,DEL-03-04,Water service connection to Cold Storage Building (50mm copper/PE),1,each,4500,4500,CAD,RATE_TABLE,Underground_Utility_Rates.csv UU-02; ASM-004,LOW,Cold Storage water service requirement TBD; assumed required,EST_DEL-03-04_2026-02-18_2100
DEL-03-04::L-0304-05,DEL-03-04,PKG-003,L-0304-05,31.41,PKG-003,DEL-03-04,Sanitary sewer 200mm PVC gravity - municipal stub to Main PSB (120 m),120,lm,225,27000,CAD,RATE_TABLE,Underground_Utility_Rates.csv UU-03; ASM-001,MED,Includes bedding/backfill; manholes pro-rated at 1 per 90m,EST_DEL-03-04_2026-02-18_2100
DEL-03-04::L-0304-06,DEL-03-04,PKG-003,L-0304-06,31.41,PKG-003,DEL-03-04,Sanitary service connection to Main PSB,1,each,4000,4000,CAD,RATE_TABLE,Underground_Utility_Rates.csv UU-04,MED,From main/manhole to 1.5m outside building; includes cleanout,EST_DEL-03-04_2026-02-18_2100
DEL-03-04::L-0304-07,DEL-03-04,PKG-003,L-0304-07,31.42,PKG-003,DEL-03-04,Natural gas service 50mm PE - to Main PSB (120 m),120,lm,140,16800,CAD,RATE_TABLE,Underground_Utility_Rates.csv UU-06; ASM-001; ASM-007,MED,ATCO Gas typically installs to meter; estimate for on-site distribution; Cold Storage unheated - no gas,EST_DEL-03-04_2026-02-18_2100
DEL-03-04::L-0304-08,DEL-03-04,PKG-003,L-0304-08,31.43,PKG-003,DEL-03-04,Power duct bank 2-way concrete-encased - to Main PSB (120 m),120,lm,240,28800,CAD,RATE_TABLE,Underground_Utility_Rates.csv UU-07; ASM-001,MED,From padmount transformer to building,EST_DEL-03-04_2026-02-18_2100
DEL-03-04::L-0304-09,DEL-03-04,PKG-003,L-0304-09,31.43,PKG-003,DEL-03-04,Power duct bank 2-way concrete-encased - branch to Cold Storage (40 m),40,lm,240,9600,CAD,RATE_TABLE,Underground_Utility_Rates.csv UU-07; ASM-002,MED,Electrical service confirmed required for Cold Storage per Datasheet,EST_DEL-03-04_2026-02-18_2100
DEL-03-04::L-0304-10,DEL-03-04,PKG-003,L-0304-10,31.44,PKG-003,DEL-03-04,Telecom conduit 100mm PVC direct-buried - to Main PSB (120 m),120,lm,100,12000,CAD,RATE_TABLE,Underground_Utility_Rates.csv UU-08; ASM-001; ASM-006,MED,Cold Storage telecom not required (ASM-006),EST_DEL-03-04_2026-02-18_2100
DEL-03-04::L-0304-11,DEL-03-04,PKG-003,L-0304-11,31.45,PKG-003,DEL-03-04,Common trench shared utilities 2.0m deep (100 m),100,lm,100,10000,CAD,RATE_TABLE,Underground_Utility_Rates.csv UU-09; ASM-003,MED,Where water/sewer/gas share alignment; per lm of trench,EST_DEL-03-04_2026-02-18_2100
DEL-03-04::L-0304-12,DEL-03-04,PKG-003,L-0304-12,31.49,PKG-003,DEL-03-04,Municipal utility tie-in allowance - all utilities (DEC-004),1,LS,35000,35000,CAD,ALLOWANCE,Underground_Utility_Rates.csv UU-12; DEC-004,LOW,PENDING OWNER CONFIRMATION; combined water+sewer+gas+power+telecom tie-in execution at municipal stubs,EST_DEL-03-04_2026-02-18_2100
DEL-03-04::L-0304-13,DEL-03-04,PKG-003,L-0304-13,31.50,PKG-003,DEL-03-04,Water utility connection fee,1,LS,10000,10000,CAD,ALLOWANCE,Fees_Permits_Insurance.csv FP-11,LOW,Town of Penhold fee schedule TBD; recommended value used,EST_DEL-03-04_2026-02-18_2100
DEL-03-04::L-0304-14,DEL-03-04,PKG-003,L-0304-14,31.50,PKG-003,DEL-03-04,Sewer utility connection fee,1,LS,10000,10000,CAD,ALLOWANCE,Fees_Permits_Insurance.csv FP-12,LOW,Town of Penhold fee schedule TBD; recommended value used,EST_DEL-03-04_2026-02-18_2100
DEL-03-04::L-0304-15,DEL-03-04,PKG-003,L-0304-15,31.50,PKG-003,DEL-03-04,Power service connection fee,1,LS,12000,12000,CAD,ALLOWANCE,Fees_Permits_Insurance.csv FP-13,LOW,ATCO Electric or FortisAlberta; depends on service size,EST_DEL-03-04_2026-02-18_2100
DEL-03-04::L-0304-16,DEL-03-04,PKG-003,L-0304-16,31.50,PKG-003,DEL-03-04,Gas service connection fee,1,LS,5000,5000,CAD,ALLOWANCE,Fees_Permits_Insurance.csv FP-14,LOW,ATCO Gas; depends on service size and distance,EST_DEL-03-04_2026-02-18_2100
DEL-03-04::L-0304-17,DEL-03-04,PKG-003,L-0304-17,31.50,PKG-003,DEL-03-04,Telecom service connection fee,1,LS,2000,2000,CAD,ALLOWANCE,Fees_Permits_Insurance.csv FP-15,LOW,Telus or local provider,EST_DEL-03-04_2026-02-18_2100
